start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
4680	5230	1	A	0.63342	1	1	You.
7280	7740	2	B	0.99981	1	2	Hello
7810	8044	2	B	1.0	2	3	and
8082	8620	2	B	0.92262	3	4	welcome.
8770	9224	3	B	0.99945	1	5	It's
9272	9624	3	B	1.0	2	6	July
9672	10316	3	B	0.97	3	7	27,
10418	10796	3	B	1.0	4	8	2023,
10818	12124	3	B	1.0	5	9	and
12162	12376	3	B	0.99998	6	10	we're
12408	12604	3	B	0.99997	7	11	here
12642	12796	3	B	0.99996	8	12	in
12818	13352	3	B	0.58638	9	13	Acton,
13416	13704	3	B	0.84532	10	14	guest
13752	14200	3	B	0.6613	11	15	stream,
14280	14572	3	B	0.99996	12	16	number
14626	15660	3	B	0.96	13	17	15.1
15730	16012	3	B	0.50288	14	18	with
16066	16664	3	B	0.99307	15	19	Valeria
16712	17496	3	B	0.35442	16	20	Beckhatini
17528	17724	3	B	0.98	17	21	and
17762	18136	3	B	0.64852	18	22	Anna
18168	18364	3	B	0.49	19	23	C
18402	19224	3	B	0.28606	20	24	unica.
19352	19644	4	B	0.6731	1	25	This
19682	19836	4	B	0.99987	2	26	is
19858	19948	4	B	0.99378	3	27	going
19954	20028	4	B	1.0	4	28	to
20034	20156	4	B	0.99994	5	29	be
20178	20268	4	B	1.0	6	30	a
20274	20636	4	B	0.99995	7	31	very
20738	21244	4	B	0.99995	8	32	interesting
21362	21692	4	B	0.52	9	33	and
21746	22156	4	B	0.99997	10	34	cool
22258	22920	4	B	0.99929	11	35	presentation
23000	23292	4	B	0.92	12	36	and
23346	23960	4	B	0.94674	13	37	discussion
24040	24572	4	B	0.99998	14	38	on
24706	25304	4	B	0.99991	15	39	selfless
25352	25928	4	B	0.74399	16	40	minds,
26024	26632	4	B	0.97333	17	41	unlimited
26696	27400	4	B	0.989	18	42	bodies,
27560	28536	4	B	0.99531	19	43	homeostatic,
28568	28936	4	B	0.99853	20	44	bodily
28968	29284	4	B	0.98692	21	45	self
