start	end	sentNum	speaker	confidence	text
1450	2254	1	A	0.76001	Hello, everyone.
2372	4990	2	A	0.58249	It's May 26, 2022.
5060	10238	3	A	0.99381	It's the fourth week of the first cohort of the active textbook group.
10404	15710	4	A	0.99843	We're in our first discussion of chapter two today.
15780	21280	5	A	0.9911	We're going to go over the questions that are posted for chapter two.
21810	27826	6	A	0.99998	Then we'll see where that takes us and what ID of the book have been explored.
28018	30520	7	A	0.63	And that'll be the main focus.
31450	39286	8	A	0.99999	Also, just a note on the math learning group, those meetings have been occurring on 19 UTC on Wednesdays.
39478	44170	9	A	1.0	And so in the math learning group, you'll find information about how to participate.
45870	50678	10	A	0.99767	You'll find and be able to edit resources on learning different topics.
50854	61840	11	A	0.9995	So this is a really helpful activity if people want to share the resources that help them learn about different ideas and that'll help people search for a video about this.
62790	69220	12	A	0.99998	We have a notation table that will help us as we start to look at the notation more.
69910	81878	13	A	0.97443	There's some math learning basic questions, like around math, anything related to the textbook content can go in the main questions.
81964	84854	14	A	0.89076	Math learning group is part of the real textbook group.
84972	91606	15	A	0.99998	So these are not the questions to be answered like the other ones that we're going to go to are, but this is just about math.
91718	95414	16	A	1.0	And then also there's some math oriented overviews.
95542	99798	17	A	0.99787	Like, I wrote this summary of the first two thirds of chapter two.
99984	108560	18	A	0.99849	So if people want to be like, continuing to distill and represent what they're learning and what they're asking, that's all good.
108930	117140	19	A	0.99769	Okay, any other notes that anybody wants to add before we start to go into the questions?
118470	121410	20	A	0.99638	You can raise your hand or you can type it in the chat.
125450	133858	21	A	0.99527	Okay, so we're in the first week of discussing chapter two, the low Road to active inference.
134034	139960	22	A	0.94448	So just to kind of warm us up, what is the low road?
174160	174524	23	B	0.5678	Got?
174562	179740	24	B	0.98	A low road is the Bayesian Brain approach.
179820	192164	25	B	0.99795	Right here is the Proximate next big concept, I guess previous, but it's kind of based on I guess.
192202	196080	26	B	0.86254	Yeah, I mean, you can see right in the picture, it's based on basing it's like mathematical.
196240	226188	27	B	1.0	The way I conceptualize it is like literally the low road, meaning very primitive, very mathematical, very hyper analytical, foundational, kind of an analysis way of looking at it, I guess that's not necessarily living or anything like that.
226274	226910	28	B	0.89024	Right?
231690	236280	29	B	0.53878	Whereas the high road is kind of more about the other side of that.
239850	240760	30	B	0.86	All right.
242490	247322	31	A	0.90633	Okay, so we're going to be learning about the high road and low road.
247376	251594	32	A	0.99968	Those are the two paths that are offered in chapter two and three of the book.
251712	264430	33	A	0.56531	So hopefully, again, it would be awesome to have as many people as possible speak and feel welcome to share their views during this session.
264850	278814	34	A	0.99831	So everyone is especially encouraged to put questions or comments in the chat or raise their hand to speak or find other times to have synchronous communications and especially to make contributions to the coda.
278862	284280	35	A	0.7826	But really appreciate that everyone has come out to go through these discussion questions.
284810	291186	36	A	0.99833	So we're going to now go to the questions that have been placed into the questions table.
291378	296274	37	A	1.0	And just the more questions, the better they can be super short.
296412	299178	38	A	0.99862	It can be anything that you're having uncertainty about.
299344	306560	39	A	0.99999	If you come across a table or a figure or a sentence in the text and you have a question, please write the question down.
307010	310030	40	A	0.99996	It will be extremely, extremely helpful.
311410	317898	41	A	0.99999	It doesn't have to be with extensive references or citations.
317994	329774	42	A	0.99999	It can just be what does this mean if you're uncertain about something and then if you were certain about it, you could still write a question like what would you ask somebody to test or to understand what they understood about it?
329912	337222	43	A	0.99554	Okay, so we're going to start with this first most upvoted question.
337356	348618	44	A	0.97949	But there's still time in this session and also till next week in our next session on chapter two, to add more questions if you wrote them down somewhere else and also to upvote questions.
348704	352540	45	A	0.99822	But we're just going to start with the most interestingly voted questions.
355970	365200	46	A	0.66498	What is the relevance of the support and surprise for the different probability distributions in table 2.1?
368070	388978	47	A	0.54224	So what does anyone see in table 2.1 and what are support and surprise people?
389084	390140	48	A	0.90517	Mike yes.
