start	end	sentNum	speaker	confidence	text
410	670	1	A	0.3922	Hello.
740	1520	2	A	0.55	All right.
1970	3374	3	B	0.99985	Hello and welcome, everyone.
3492	7646	4	B	0.61819	It is July 11, 2023.
7828	17774	5	B	0.99999	We are in active inference for the social sciences, and today is going to be a lecture by Ben White on basics of active inference, the active inference agent.
17892	19994	6	B	1.0	So, Ben, thank you for the lecture.
20122	23566	7	B	0.99937	Off to you, and we're looking forward to it.
23748	24702	8	A	0.99996	Thank you very much.
24756	25960	9	A	0.98365	Yeah, me too.
26330	33320	10	A	0.99111	Very happy to be a part of this, to be kicking things off with the first module on this course.
33930	39350	11	A	0.99802	I'm going to be talking about the active inference agent and trying to cover some of the basics.
40010	41878	12	A	1.0	I won't take too long introducing myself.
41964	64020	13	A	0.47412	Ava gave a very thorough introduction in his talk recently, but I'm a second year PhD student in philosophy at the University of Sussex, and I work with Andy Clark and with Avel and some other people using active inference to try and find things out about our relationship with technology and within the context of well being and mental health.
65590	85350	14	A	1.0	The aims for today I'm going to try and provide quite a wide ranging overview of how active inference has connected with areas of philosophical interest, and particularly how they relate to the individual agent and the experience of the agent and how the agent finds themselves in the world.
85420	90118	15	A	1.0	So I've split this up to look at several different defined topics.
90214	99530	16	A	1.0	So I'm going to move quite quickly through mind, agency, emotion, and phenomenology, and I'm going to say a little bit about the self as well.
99600	104160	17	A	1.0	And then there's going to be a case study at the end that I'm going to move through if we have time.
104690	115270	18	A	1.0	So one of the other aims that I have is to lay out very clearly some of the core concepts and core mechanisms like precision, weighting, and prediction error enactive models.
115450	118942	19	A	0.87825	I'm not going to go into any technical details whatsoever.
119006	121006	20	A	1.0	This is all going to be fairly abstract.
121118	128920	21	A	0.99999	My background and my interest in these frameworks is philosophical, so it's quite abstract in terms of how everything fits together.
129370	150454	22	A	1.0	And I'm going to try and bring some of these threads together to build up a layered picture of what the active inference agent is like, because this course is kind of aimed towards seeing how active inference applies to larger scales, collective behavior, social norms, sociocultural landscapes.
150582	158538	23	A	1.0	And I think in order to do justice to those things, we need to first have a good idea of the individual in active inference.
158714	161454	24	A	0.99	So we've got our work cut out for us.
161572	162880	25	A	1.0	So I'll get started.
163570	168658	26	A	0.9	So before I dive in, I wanted to just say a little bit about how these frameworks hang together.
168744	173982	27	A	0.85	So active inference is based on Karl Friston's free energy principle.
174046	175794	28	A	1.0	I think most of us are familiar with that.
175832	192102	29	A	0.94521	But the free energy principle just states that in order to persist through time, biological organisms must occupy only those states that it would expect to occupy, given the type of thing that it is so free energy is essentially a measure of the disatunment between a system and its environment.
192166	198780	30	A	1.0	And I'm going to say a little bit more about attunement and how that gets cashed out in various ways as we go on.
199150	206926	31	A	0.99977	Active inference is a process theory that essentially explains how embodied organisms actually go about remaining in those expected states.
207028	211120	32	A	1.0	So how we actually go about minimizing free energy.
211490	220290	33	A	1.0	And the idea is that all adaptive behavior is explained by agents garnering evidence to confirm their own expectations.
221510	222654	34	A	0.99363	Predictive processing.
222702	233490	35	A	1.0	For the purposes of the lecture today, I'm going to treat these as synonymous because most of the work that I kind of came up through as I was learning about this was predictive processing.
