start	end	sentNum	speaker	confidence	text
6830	7250	1	A	0.73926	All right.
7320	8820	2	A	0.99998	Hello and welcome everyone.
9190	14178	3	A	1	This is the course “Active inference for the social sciences” in 2023.
14344	18418	4	A	0.3841	It's August 30, or maybe a different date, depending on where you are.
18584	22590	5	A	1	And today we're in the semiotics and semantics section.
22750	29318	6	A	0.95565	We'll be hearing a lecture from Lorena Sganzerla, and then we're going to have a little bit of a discussion.
29414	34810	7	A	0.99202	So, Lorena, thank you a lot for joining and off to you for the lecture.
36350	38460	8	B	0.6213	Okay, hello, everyone.
39970	42170	9	B	0.49307	I'm based in Australia.
42250	43322	10	B	0.91469	Yeah, I'm Lorena.
43386	46800	11	B	0.67047	I'm doing actually my PhD in philosophy here.
47330	49834	12	B	0.45892	We work in cognitive sciences and philosophy.
49882	53300	13	B	0.64	I work with concepts and notions of information.
54150	64614	14	B	0.99995	So I'm very interested in foundational understanding of cognitive sciences and information and how these kind of things cash out.
64812	75686	15	B	1	And this is why I was interested in talking about semantics and social cognition to see how these things cash out.
75708	91662	16	B	0.66	I have a few ideas on how semiotics can be compatible with, like, active inference, and I try to organize a little bit of this semiotic notion and active inference to see if they pan out.
91796	92730	17	B	0.99998	Maybe they don't.
92810	94560	18	B	0.99988	So let's see how it goes.
96610	101230	19	B	0.99908	So let's talk about active inference, formal semantics, and social cognition.
104930	105920	20	B	0.91533	What's up?
107090	109826	21	B	0.9638	Okay, I cannot move my Lloyds now.
109848	110580	22	B	0.89	I can.
111350	118370	23	B	0.98278	So I will first have a very short introduction for you guys I have out here.
118440	119278	24	B	0.99951	So what are you going to do?
119304	120658	25	B	0.75053	Like, we have a short introduction.
120754	133498	26	B	0.48055	I'm going to talk a little bit of theories of meaning, and then we're going to talk a little bit the free energy principle and active inference and how shared symbols and social cognition can be thought together.
133664	138410	27	B	1	I bring one case that I find interesting and then we draw some conclusions.
138850	146190	28	B	0.96881	So let me know what you think in the comments and after we can have a little discussion or in the next session.
148050	159922	29	B	0.68246	So the background introduction that I want to first point to is we are talking about biological agents and how they act.
160056	177450	30	B	0.99999	So we are always thinking in terms of biological agents acting to express in ways that express informational sensitivities to context dependent relevance to their environment and things that involve communities.
177790	195242	31	B	1	However, how this very minimal way of talking about what motivates and what is relevant to people becomes stable enough as a self sustaining pattern of interactions, like, are they stable and how they become that stable?
195306	210350	32	B	0.9955	So how can those information sensitivities ground values, norms, and goals consistently and over time, assuming that those values and goals are necessary for meaningful interactions?
210510	214066	33	B	0.99934	So we have to align motivations to behavior, right?
214088	215390	34	B	0.90621	That's not really obvious.
215560	220294	35	B	0.99	And ultimately how meaning is brought about.
220492	228700	36	B	1	I don't think I'm going to answer that, but I want to point to some directions and how people have been thinking about these questions over time.
231150	234554	37	B	0.99913	So the problem of meaning has a brief account, right?
234592	250400	38	B	0.99087	Like, traditionally approaches of to cognition, localize meaning inside individual organisms and more specifically, inside their minds so meaning pertains to content in this kind of thing.
252150	260654	39	B	0.99994	However, like many have a developmental history so it's hard to catch those two things together if it's inside people's minds.
260782	276870	40	B	0.99999	How we can have an evolutionary and developmental history assuming that meanings are things that we can learn over time and they happen in shared context, they don't happen out of nowhere in a vision, from nowhere.
278590	298158	41	B	0.99997	In a sense we can say that it's not really trivial that conventionalized words like for example, the conventionalized meaning of a word, for instance, catch means catch, have evolutionary histories one thing does not come from the other.
298324	305106	42	B	0.99999	We need a broader understanding to cash this meaning out and that's where I'm stepping from.
305208	306878	43	B	0.83293	That's my grounding.
306974	316454	44	B	0.99962	We need to cast these things out in terms of community of language users which brings a problem, right?
316492	322546	45	B	0.99274	We have goals and values that can be defined in terms of those communities and you have material embodied factors.
322658	334060	46	B	0.99997	So how these two things are together or how goals and values affect and motivate material and embodied agents?
336270	341760	47	B	1	To answer this kind of question, like over time, there are a few preferred ways.
