docLabel	sp	myTime	myTimeDisplay	myTimeSRT
AIFSS-01L	A	2040	00:02	00:00:02,038
AIFSS-01L	A	85270	01:25	00:01:25,024
AIFSS-01L	A	112864	01:52	00:01:52,078
AIFSS-01L	A	3231910	53:51	00:53:51,914
AIFSS-01L	A	3295850	54:55	00:54:55,972
AIFSS-01L	A	3674746	1:01:14	01:01:14,973
AIFSS-01L	A	3863888	1:04:23	01:04:23,408
AIFSS-01L	A	3962030	1:06:02	01:06:02,270
AIFSS-01L	A	4022430	1:07:02	01:07:02,814
AIFSS-01L	A	4189730	1:09:49	01:09:49,366
AIFSS-01L	A	4347448	1:12:27	01:12:27,764
AIFSS-01L	A	4462280	1:14:22	01:14:22,792
AIFSS-01L	A	4704420	1:18:24	01:18:24,973
AIFSS-01L	A	5303270	1:28:23	01:28:23,536
AIFSS-01L	A	5372032	1:29:32	01:29:32,599
AIFSS-01L	B	6480	00:06	00:00:06,474
AIFSS-01L	B	104330	01:44	00:01:44,928
AIFSS-01L	B	3213950	53:33	00:53:33,896
AIFSS-01L	B	3256750	54:16	00:54:16,933
AIFSS-01L	B	3557310	59:17	00:59:17,204
AIFSS-01L	B	3714256	1:01:54	01:01:54,092
AIFSS-01L	B	3840950	1:04:00	01:04:00,179
AIFSS-01L	B	3932574	1:05:32	01:05:32,035
AIFSS-01L	B	3995930	1:06:35	01:06:35,608
AIFSS-01L	B	4100856	1:08:20	01:08:20,538
AIFSS-01L	B	4304334	1:11:44	01:11:44,392
AIFSS-01L	B	4663960	1:17:43	01:17:43,629
AIFSS-01L	B	4852316	1:20:52	01:20:52,133
AIFSS-01L	B	5313530	1:28:33	01:28:33,546
AIFSS-01L	B	5486474	1:31:26	01:31:26,701
AIFSS-01L	C	3814270	1:03:34	01:03:34,972
AIFSS-01L	C	4426454	1:13:46	01:13:46,494
AIFSS-01L	C	4941440	1:22:21	01:22:21,210
AIFSS-01L	C	5406970	1:30:06	01:30:06,627
