"Start Time","End Time","Transcript"
"00;00;28;06","00;00;28;16","Hello"
"00;00;28;16","00;00;28;19","and"
"00;00;28;19","00;00;29;00","welcome,"
"00;00;29;00","00;00;29;25","everyone."
"00;00;29;25","00;00;30;08","It's"
"00;00;30;08","00;00;31;16","June 15th,"
"00;00;31;16","00;00;32;21","2022,"
"00;00;32;21","00;00;33;01","and"
"00;00;33;01","00;00;33;06","we're"
"00;00;33;06","00;00;33;14","here"
"00;00;33;14","00;00;33;23","in"
"00;00;33;23","00;00;34;04","Acton"
"00;00;34;04","00;00;34;14","five"
"00;00;34;14","00;00;34;21","live"
"00;00;34;21","00;00;35;01","stream"
"00;00;35;01","00;00;35;10","number"
"00;00;35;10","00;00;37;27","46.1."
"00;00;38;06","00;00;38;23","Welcome"
"00;00;38;23","00;00;39;00","up"
"00;00;39;00","00;00;39;07","and"
"00;00;39;07","00;00;39;12","mute"
"00;00;39;12","00;00;39;23","the stream"
"00;00;39;23","00;00;40;02","if you have"
"00;00;40;02","00;00;40;06","in the"
"00;00;40;06","00;00;41;01","background."
"00;00;42;15","00;00;42;21","Doo"
"00;00;42;21","00;00;42;26","doo"
"00;00;42;26","00;00;43;00","doo"
"00;00;43;00","00;00;43;06","doo"
"00;00;43;06","00;00;43;12","doo"
"00;00;43;12","00;00;44;00","doo"
"00;00;44;02","00;00;44;24","Thank you."
"00;00;45;06","00;00;45;17","Welcome"
"00;00;45;17","00;00;46;09","to the"
"00;00;46;09","00;00;46;19","Active"
"00;00;46;19","00;00;46;28","Inference"
"00;00;46;28","00;00;47;13","Lab."
"00;00;48;00","00;00;48;11","We are"
"00;00;48;11","00;00;48;13","a"
"00;00;48;13","00;00;49;06","participatory"
"00;00;49;06","00;00;49;19","online"
"00;00;49;19","00;00;50;00","lab"
"00;00;50;00","00;00;50;11","that is"
"00;00;50;11","00;00;51;11","communicating,"
"00;00;51;11","00;00;51;23","learning"
"00;00;51;23","00;00;51;26","and"
"00;00;51;26","00;00;52;16","practicing"
"00;00;52;16","00;00;52;28","applied"
"00;00;52;28","00;00;53;08","active"
"00;00;53;08","00;00;54;06","inference"
"00;00;54;06","00;00;54;11","you"
"00;00;54;11","00;00;54;15","can"
"00;00;54;15","00;00;54;28","find us"
"00;00;54;28","00;00;55;08","at"
"00;00;55;08","00;00;55;17","some of"
"00;00;55;17","00;00;55;20","the"
"00;00;55;20","00;00;56;02","links"
"00;00;56;02","00;00;56;11","on this"
"00;00;56;11","00;00;57;01","slide."
"00;00;57;23","00;00;58;25","This is a recorded"
"00;00;58;25","00;00;59;04","and an"
"00;00;59;04","00;01;00;21","archived"
"00;01;01;04","00;01;01;15","and"
"00;01;01;15","00;01;02;06","transcribed"
"00;01;02;06","00;01;02;15","and"
"00;01;02;15","00;01;03;07","edited"
"00;01;03;07","00;01;03;17","and"
"00;01;03;17","00;01;04;06","published"
"00;01;04;06","00;01;04;14","live"
"00;01;04;14","00;01;05;00","stream."
"00;01;05;11","00;01;05;17","So"
"00;01;05;17","00;01;05;25","please"
"00;01;05;25","00;01;06;05","provide"
"00;01;06;05","00;01;06;21","feedback"
"00;01;06;21","00;01;06;27","so"
"00;01;06;27","00;01;07;05","we can"
"00;01;07;05","00;01;07;18","improve"
"00;01;07;18","00;01;07;23","our"
"00;01;07;23","00;01;08;12","work."
"00;01;08;23","00;01;08;29","All"
"00;01;08;29","00;01;09;18","backgrounds"
"00;01;09;18","00;01;09;22","and"
"00;01;09;22","00;01;10;13","perspectives"
"00;01;10;13","00;01;10;20","are"
"00;01;10;20","00;01;11;09","welcome"
"00;01;11;09","00;01;11;20","and"
"00;01;11;20","00;01;11;23","we'll"
"00;01;11;23","00;01;11;27","be"
"00;01;11;27","00;01;12;21","following"
"00;01;12;21","00;01;12;28","good"
"00;01;12;28","00;01;13;05","video"
"00;01;13;05","00;01;13;23","etiquette"
"00;01;13;23","00;01;13;29","for"
"00;01;13;29","00;01;15;01","livestreams."
"00;01;15;16","00;01;15;23","Head"
"00;01;15;23","00;01;15;29","over"
"00;01;15;29","00;01;16;14","to"
"00;01;16;14","00;01;16;27","active"
"00;01;16;27","00;01;17;09","inference"
"00;01;17;09","00;01;17;17","dot"
"00;01;17;17","00;01;18;03","org to"
"00;01;18;03","00;01;18;09","learn"
"00;01;18;09","00;01;18;17","more"
"00;01;18;17","00;01;19;00","about"
"00;01;19;00","00;01;19;25","livestreams"
"00;01;19;25","00;01;19;29","and"
"00;01;19;29","00;01;20;05","a lot"
"00;01;20;05","00;01;20;09","of the"
"00;01;20;09","00;01;20;19","other"
"00;01;20;19","00;01;21;08","projects"
"00;01;21;08","00;01;21;12","that"
"00;01;21;12","00;01;21;14","are"
"00;01;21;14","00;01;22;13","happening"
"00;01;22;13","00;01;22;21","in the"
"00;01;22;21","00;01;23;00","lab."
"00;01;24;08","00;01;24;13","So"
"00;01;24;13","00;01;24;17","we're"
"00;01;24;17","00;01;24;29","here"
"00;01;24;29","00;01;25;21","in"
"00;01;25;21","00;01;26;04","Active"
"00;01;26;04","00;01;26;22","Stream"
"00;01;26;22","00;01;28;24","46.1,"
"00;01;28;24","00;01;29;03","and"
"00;01;29;03","00;01;29;08","we're"
"00;01;29;08","00;01;29;15","in our"
"00;01;29;15","00;01;29;29","second"
"00;01;29;29","00;01;30;20","discussion"
"00;01;30;20","00;01;31;08","of the"
"00;01;31;08","00;01;32;04","paper"
"00;01;32;04","00;01;32;15","Active"
"00;01;32;15","00;01;32;26","Inference"
"00;01;32;26","00;01;33;09","Models"
"00;01;33;09","00;01;33;21","Do Not"
"00;01;33;21","00;01;34;09","Contradict"
"00;01;34;09","00;01;34;17","Folk"
"00;01;34;17","00;01;35;22","Psychology"
"00;01;35;22","00;01;36;01","by"
"00;01;36;01","00;01;36;10","Ryan"
"00;01;36;10","00;01;37;06","Smith,"
"00;01;37;06","00;01;37;18","Marshall"
"00;01;37;18","00;01;38;06","Ramstad"
"00;01;38;06","00;01;38;17","and"
"00;01;38;17","00;01;38;29","Alex"
"00;01;38;29","00;01;39;22","Keefer."
"00;01;39;29","00;01;41;03","And"
"00;01;41;03","00;01;41;08","we're"
"00;01;41;08","00;01;41;14","going to"
"00;01;41;14","00;01;42;09","go"
"00;01;42;21","00;01;43;10","I expect"
"00;01;43;10","00;01;43;13","in"
"00;01;43;13","00;01;44;04","many"
"00;01;44;05","00;01;44;16","fun"
"00;01;44;16","00;01;44;19","and"
"00;01;44;19","00;01;45;11","interesting"
"00;01;45;11","00;01;45;28","directions"
"00;01;45;28","00;01;46;25","today."
"00;01;46;28","00;01;47;03","So"
"00;01;47;03","00;01;47;15","thanks"
"00;01;47;15","00;01;48;01","everybody"
"00;01;48;01","00;01;48;06","who"
"00;01;48;06","00;01;48;12","has"
"00;01;48;12","00;01;49;06","joined"
"00;01;49;06","00;01;49;11","the"
"00;01;49;11","00;01;49;25","panel"
"00;01;49;25","00;01;50;10","live."
"00;01;50;10","00;01;50;16","And"
"00;01;50;16","00;01;50;29","also"
"00;01;50;29","00;01;51;04","for"
"00;01;51;04","00;01;51;08","those"
"00;01;51;08","00;01;51;13","who are"
"00;01;51;13","00;01;51;24","watching"
"00;01;51;24","00;01;52;02","live,"
"00;01;52;02","00;01;52;10","thanks"
"00;01;52;10","00;01;52;20","for"
"00;01;52;20","00;01;52;29","adding"
"00;01;52;29","00;01;53;08","your"
"00;01;53;08","00;01;54;05","comments"
"00;01;54;05","00;01;54;17","in the"
"00;01;54;17","00;01;54;24","live"
"00;01;54;24","00;01;55;14","chat."
"00;01;55;21","00;01;56;00","We'll"
"00;01;56;00","00;01;56;16","begin"
"00;01;56;16","00;01;57;03","with"
"00;01;57;03","00;01;57;11","some"
"00;01;57;11","00;01;58;17","introductions"
"00;01;58;17","00;01;58;24","and"
"00;01;58;24","00;01;59;23","then I"
"00;01;59;23","00;02;00;06","believe"
"00;02;00;06","00;02;00;13","that"
"00;02;00;13","00;02;01;02","will"
"00;02;01;02","00;02;01;17","introduce"
"00;02;01;17","00;02;02;08","many"
"00;02;02;08","00;02;03;04","interesting"
"00;02;03;04","00;02;03;17","areas."
"00;02;03;17","00;02;03;25","We can"
"00;02;03;25","00;02;04;19","continue"
"00;02;04;19","00;02;05;18","from there"
"00;02;05;23","00;02;06;16","so"
"00;02;06;20","00;02;06;29","we can"
"00;02;06;29","00;02;07;08","start"
"00;02;07;08","00;02;07;11","by"
"00;02;07;11","00;02;07;25","just"
"00;02;07;25","00;02;09;10","introducing ourself"
"00;02;09;10","00;02;09;17","and"
"00;02;09;17","00;02;10;02","then"
"00;02;10;02","00;02;10;19","passing it"
"00;02;10;19","00;02;10;28","to"
"00;02;10;28","00;02;11;06","someone"
"00;02;11;06","00;02;11;14","else"
"00;02;11;14","00;02;11;23","who has"
"00;02;11;23","00;02;12;03","not"
"00;02;12;03","00;02;12;12","yet"
"00;02;12;12","00;02;13;02","spoken."
"00;02;13;02","00;02;13;12","And"
"00;02;13;12","00;02;13;22","we'll"
"00;02;13;22","00;02;14;07","close"
"00;02;14;07","00;02;14;21","with"
"00;02;14;21","00;02;15;08","the"
"00;02;15;08","00;02;15;28","authors"
"00;02;15;28","00;02;16;09","who are"
"00;02;16;09","00;02;16;29","here."
"00;02;17;11","00;02;17;29","So I'm"
"00;02;17;29","00;02;18;17","Daniel."
"00;02;18;17","00;02;18;26","I'm a"
"00;02;18;26","00;02;19;17","researcher"
"00;02;19;17","00;02;19;23","in"
"00;02;19;23","00;02;21;01","California,"
"00;02;21;01","00;02;22;09","and"
"00;02;22;16","00;02;22;26","the DART"
"00;02;22;26","00;02;23;10","Zero"
"00;02;23;10","00;02;23;20","was"
"00;02;23;20","00;02;24;12","very"
