text	entity_type		start	end
June 15, 2023	date		9808	12148
Chris field	person_name		15530	16656
physics	occupation		17210	17664
Chris	person_name		20330	21040
Daniel	person_name		25882	26660
Quantum Physics	occupation		32754	34300
physics	occupation		42002	42452
mathematics	occupation		43878	44476
computer science	occupation		44806	46000
classical thermodynamics	occupation		61226	62980
quantum information theory and	occupation		64538	68170
quantum information theory	occupation		70948	72920
physics	occupation		76062	76840
alice	person_name		103220	103724
Bob	person_name		103958	104284
Alice	person_name		119316	119764
Bob	person_name		120062	120680
physics	occupation		126220	126852
Alice	person_name		137842	138184
Bob	person_name		138418	138696
classical information theory	occupation		148934	151196
Alice	person_name		154572	154968
Bob	person_name		155242	155776
Alice	person_name		172612	172964
Bob	person_name		173198	173880
quantum theory	occupation		184514	186888
physics	occupation		191282	191704
quantum theory	occupation		198020	198924
physicists	occupation		219988	220756
quantum mechanics	occupation		222222	223204
quantum theory	occupation		235762	236888
quantum mechanics	occupation		246956	248720
Landau	person_name		262922	263376
Lifts	person_name		263578	264660
quantum theory	occupation		267392	268600
quantum mechanics	occupation		278702	279984
mechanical theory	occupation		284802	285864
quantum theoretic	occupation		312442	313664
mechanics	occupation		316010	316624
physics	occupation		388338	389100
classical information theory	occupation		394518	396300
quantum information theory	occupation		398918	400572
quantum theory	occupation		423694	424628
quantum theory	occupation		425492	426756
planck	person_name		609310	609876
planck	person_name		612030	612580
Planck	person_name		643030	643756
Boltzman	person_name		737350	738076
theory	occupation		751962	752740
Shannon	person_name		754042	754720
Landauer	person_name		755546	756660
quantum mechanics	occupation		827378	828184
Rodob	person_name		856570	857388
Durac	person_name		959310	960228
quantum theory	occupation		966318	967480
quantum theory	occupation		1041798	1042524
English	language		1148090	1148512
English	language		1151546	1152260
English	language		1160078	1160404
English	language		1161092	1161800
English	language		1174040	1174616
English	language		1200058	1200496
Landauer	person_name		1207820	1209108
quantum theory	occupation		1315966	1317080
Boltzman	person_name		1382454	1383132
Rhodobson	person_name		1397606	1398720
Boltzman	person_name		1447450	1448144
quantum theory	occupation		1469694	1470440
