start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
4200	4750	1	A	0.55524	1	1	You.
6720	7132	2	B	0.99992	1	2	Hello
7186	7356	2	B	1.0	2	3	and
7378	7660	2	B	1.0	3	4	welcome,
7730	8348	2	B	0.99998	4	5	everyone.
8514	8796	3	B	1.0	1	6	It
8818	9004	3	B	0.9996	2	7	is
9042	9464	3	B	0.73	3	8	September
9512	9976	3	B	0.98	4	9	14,
10008	10316	3	B	0.79	5	10	2023,
10338	11788	3	B	0.88	6	11	and
11874	12124	3	B	0.99999	7	12	we
12162	12412	3	B	0.99997	8	13	are
12466	12876	3	B	0.99999	9	14	in
12978	13244	3	B	0.77	10	15	the
13282	13580	3	B	0.99993	11	16	course,
13650	14024	3	B	0.99999	12	17	physics
14072	14284	3	B	0.99951	13	18	as
14322	14668	3	B	0.99999	14	19	information
14754	15624	3	B	0.99989	15	20	processing.
15752	16104	4	B	0.90887	1	21	It's
16152	16504	4	B	0.99996	2	22	lecture
16552	17150	4	B	1.0	3	23	five.
18080	18444	5	B	1.0	1	24	Looking
18482	18684	5	B	0.99	2	25	forward
18722	18876	5	B	1.0	3	26	to
18898	19084	5	B	0.99999	4	27	this
19122	19512	5	B	0.9214	5	28	lecture
19576	19756	5	B	1.0	6	29	and
19778	20060	5	B	1.0	7	30	then
20130	20268	5	B	1.0	8	31	a
20274	20444	5	B	0.99999	9	32	little
20482	20904	5	B	0.99844	10	33	conversation.
20952	21256	6	B	0.99958	1	34	Chris,
21288	21484	6	B	0.75384	2	35	off
21522	21676	6	B	1.0	3	36	to
21698	21884	6	B	0.99977	4	37	you.
21922	22076	7	B	0.99984	1	38	Thank
22098	22670	7	B	0.61606	2	39	you.
24800	25596	8	A	1.0	1	40	Okay.
25778	26076	9	A	0.99999	1	41	Thank
26098	26284	9	A	0.95434	2	42	you,
26322	27100	9	A	0.99729	3	43	Daniel.
27840	28300	10	A	1.0	1	44	And
28370	28652	10	A	0.7834	2	45	welcome
28706	28900	10	A	0.81	3	46	to
28930	29124	10	A	0.85	4	47	to
29162	29536	10	A	0.99783	5	48	session
29568	29860	10	A	0.84	6	49	five
29930	30116	10	A	1.0	7	50	of
30138	30512	10	A	0.93612	8	51	Physics
30576	30756	10	A	1.0	9	52	of
30778	31204	10	A	0.67384	10	53	information
31322	32340	10	A	0.99629	11	54	processing.
33400	33860	11	A	1.0	1	55	And
33930	34164	11	A	1.0	2	56	today
34202	34416	11	A	0.92397	3	57	we're
34448	34548	11	A	0.99647	4	58	going
34554	34628	11	A	1.0	5	59	to
34634	34804	11	A	0.99984	6	60	talk
34842	35044	11	A	0.99984	7	61	about
35082	36020	11	A	0.99141	8	62	Spacetime,
37800	38550	11	A	1.0	9	63	and
39880	40720	11	A	0.99083	10	64	particularly
40800	41092	11	A	0.99999	11	65	about
41146	41424	11	A	1.0	12	66	the
41482	41944	11	A	0.99997	13	67	idea
42062	42488	11	A	0.99999	14	68	that
42574	43220	11	A	0.52456	15	69	Spacetime
43300	43640	11	A	0.6405	16	70	is
43710	44340	11	A	0.53656	17	71	emergent
