docLabel	start	end	count	rank	text
cFPIP-04W	2168662	2175472	2	0.06	classical memories
cFPIP-04W	79210	1826780	14	0.06	classical communication
cFPIP-04W	2497188	2498462	1	0.05	quantum reference frames
cFPIP-04W	1830474	1832260	1	0.05	classical noise
cFPIP-04W	2212580	2240148	3	0.05	quantum memories
cFPIP-04W	2644610	2646670	1	0.05	classical uncertainty
cFPIP-04W	3997448	3997850	1	0.05	next time
cFPIP-04W	3842430	3843652	1	0.05	emergent space time
cFPIP-04W	438962	462656	4	0.05	time asymmetry
cFPIP-04W	623992	3672500	13	0.05	reference frame
cFPIP-04W	488908	1925760	2	0.05	Alice Two
cFPIP-04W	2715728	2828330	2	0.05	different memories
cFPIP-04W	487772	1924976	2	0.05	Alice One
cFPIP-04W	1615548	1616322	1	0.05	different sectors
cFPIP-04W	2208660	3035628	4	0.05	quantum information
