docLabel	sp	myTime	myTimeDisplay	myTimeSRT
cFPIP-05W	A	3150	00:03	00:00:03,147
cFPIP-05W	A	198050	03:18	00:03:18,810
cFPIP-05W	A	322730	05:22	00:05:22,937
cFPIP-05W	A	488820	08:08	00:08:08,418
cFPIP-05W	A	745590	12:25	00:12:25,745
cFPIP-05W	A	1130850	18:50	00:18:50,023
cFPIP-05W	A	1301500	21:41	00:21:41,176
cFPIP-05W	A	1453210	24:13	00:24:13,310
cFPIP-05W	A	1735222	28:55	00:28:55,568
cFPIP-05W	A	2106480	35:06	00:35:06,897
cFPIP-05W	A	2395090	39:55	00:39:55,162
cFPIP-05W	A	2624140	43:44	00:43:44,367
cFPIP-05W	A	2881330	48:01	00:48:01,594
cFPIP-05W	A	3123630	52:03	00:52:03,812
cFPIP-05W	A	3462730	57:42	00:57:42,121
cFPIP-05W	A	3750220	1:02:30	01:02:30,391
cFPIP-05W	A	3775046	1:02:55	01:02:55,639
cFPIP-05W	B	6710	00:06	00:00:06,704
cFPIP-05W	B	1078620	17:58	00:17:58,775
cFPIP-05W	B	1857500	30:57	00:30:57,678
cFPIP-05W	B	3739420	1:02:19	01:02:19,284
cFPIP-05W	B	3756354	1:02:36	01:02:36,453
cFPIP-05W	B	3781480	1:03:01	01:03:01,644
cFPIP-05W	B	3805680	1:03:25	01:03:25,886
cFPIP-05W	B	3878120	1:04:38	01:04:38,550
cFPIP-05W	B	3928260	1:05:28	01:05:28,992
cFPIP-05W	B	4009720	1:06:49	01:06:49,746
cFPIP-05W	B	4296460	1:11:36	01:11:36,314
cFPIP-05W	B	4463800	1:14:23	01:14:23,807
cFPIP-05W	B	4553868	1:15:53	01:15:53,648
cFPIP-05W	B	4793280	1:19:53	01:19:53,080
cFPIP-05W	B	4871556	1:21:11	01:21:11,146
cFPIP-05W	B	4968930	1:22:48	01:22:48,237
cFPIP-05W	B	5001630	1:23:21	01:23:21,264
cFPIP-05W	C	44276	00:44	00:00:44,523
cFPIP-05W	C	221874	03:41	00:03:41,048
cFPIP-05W	C	412220	06:52	00:06:52,771
cFPIP-05W	C	664978	11:04	00:11:04,999
cFPIP-05W	C	1116202	18:36	00:18:36,009
cFPIP-05W	C	1268160	21:08	00:21:08,143
cFPIP-05W	C	1368030	22:48	00:22:48,236
cFPIP-05W	C	1705646	28:25	00:28:25,538
cFPIP-05W	C	3038230	50:38	00:50:38,739
cFPIP-05W	C	3911030	1:05:11	01:05:11,820
cFPIP-05W	C	4146180	1:09:06	01:09:06,931
cFPIP-05W	C	4657940	1:17:37	01:17:37,569
cFPIP-05W	C	4853130	1:20:53	01:20:53,134
cFPIP-05W	C	4912370	1:21:52	01:21:52,187
cFPIP-05W	C	4983990	1:23:03	01:23:03,246
cFPIP-05W	D	1866900	31:06	00:31:06,681
cFPIP-05W	D	3801760	1:03:21	01:03:21,847
cFPIP-05W	D	4466780	1:14:26	01:14:26,837
cFPIP-05W	E	2295090	38:15	00:38:15,068
cFPIP-05W	E	2611160	43:31	00:43:31,354
cFPIP-05W	E	3988152	1:06:28	01:06:28,531
cFPIP-05W	E	4187106	1:09:47	01:09:47,340
cFPIP-05W	E	4729822	1:18:49	01:18:49,022
cFPIP-05W	E	4918210	1:21:58	01:21:58,193
cFPIP-05W	E	5009790	1:23:29	01:23:29,272
cFPIP-05W	F	2749050	45:49	00:45:49,480
cFPIP-05W	F	2983410	49:43	00:49:43,690
cFPIP-05W	F	3103212	51:43	00:51:43,798
cFPIP-05W	F	3283970	54:43	00:54:43,960
cFPIP-05W	F	3818260	1:03:38	01:03:38,012
cFPIP-05W	F	4022940	1:07:02	01:07:02,819
cFPIP-05W	F	4843290	1:20:43	01:20:43,124
cFPIP-05W	G	3297430	54:57	00:54:57,974
cFPIP-05W	G	4407898	1:13:27	01:13:27,308
cFPIP-05W	H	4242180	1:10:42	01:10:42,831
