docLabel	start	end	count	rank	text
mph001-1	855874	3625842	16	0.06	free energy principle
mph001-1	2127032	2128660	1	0.06	actual machine learning model
mph001-1	855874	3625382	23	0.05	free energy
mph001-1	631968	867224	4	0.05	neuromorphic systems
mph001-1	38138	940646	11	0.05	neuromorphic computing
mph001-1	2180732	3721922	3	0.05	neuromorphic hardware
mph001-1	631466	633568	1	0.05	embodied neuromorphic systems
mph001-1	837850	840768	1	0.05	neuromorphic robotic systems
mph001-1	2182796	3013382	3	0.05	neuromorphic algorithms
mph001-1	623078	3684454	2	0.05	Neuromorphic chips
mph001-1	353214	787060	2	0.05	neuromorphic architectures
mph001-1	525036	527084	1	0.05	several large scale neuromorphic computers
mph001-1	1088912	3267170	3	0.05	AI models
mph001-1	571606	621036	2	0.05	neuromorphic sensors
mph001-1	3557348	3558026	1	0.05	simpler models
