text	entity_type		start	end
September 26, 2023	date		9826	12860
Active Inference Institute	organization		16418	17864
David Cappell	person_name		22802	23944
Sarah Ham	person_name		27970	28940
Sarah	person_name		33802	34624
David	person_name		35402	36000
Sarah	person_name		44522	45012
Daniel	person_name		51102	51908
Sarah	person_name		53038	53636
neuroscientist	occupation		54254	54964
intelligence	occupation		55508	56132
Sheffield Hallam	organization		59858	60696
the UK	location		60834	61464
David	person_name		66402	66856
von Newman	person_name		112008	112504
von Newman	person_name		122422	123004
neuroscience	occupation		124742	125660
von Newman	person_name		129372	129996
neuroscience	occupation		132186	132736
computer science	occupation		134688	135568
behavioral psychology	occupation		140378	141516
Hebian	nationality		143966	144452
Europe	location		215218	215544
Finland	location		216738	217588
AI	occupation		332362	332704
Dali	person_name		356322	357192
David	person_name		474358	474796
Intel	organization		560546	561096
intel	organization		605262	605604
Smart Interactive Technologies Research Lab	organization		635594	637444
Sheffield	location		637658	638144
the UK	location		638314	639060
neuroscientist	occupation		676694	677564
Alan Turing	person_name		712642	713272
AI	occupation		731862	732204
neuroscience	occupation		782618	783408
Gandalfiatal	person_name		823014	824124
author	occupation		832378	832656
Kaganatal	person_name		844462	845476
authors	occupation		850238	850484
authors	occupation		858162	858504
David	person_name		890426	891020
David	person_name		891422	891892
Sarah	person_name		895822	896600
David Kappel	person_name		924268	925122
researcher	occupation		926332	927186
group leader	occupation		927452	927986
Institute for Moyo Informatics	organization		928268	931058
Rural University Bohom	organization		931244	932790
learning	occupation		936978	937222
Sarah	person_name		946480	946918
Germany	location		956660	957194
basketball championship	event		957748	959002
Sarah	person_name		1006132	1006506
machine learning	occupation		1076642	1077174
Sarah	person_name		1091888	1092214
machine learning	occupation		1118632	1119700
machine learning	occupation		1124748	1125302
neuroscience	occupation		1144848	1145930
biology	occupation		1156212	1156730
neuroscientists	occupation		1247142	1247954
neuroscience	occupation		1321048	1321742
biology	occupation		1444000	1444810
statistical physics	occupation		1626092	1627026
mathematics	occupation		1694432	1695126
Sarah	person_name		1913016	1913406
biology	occupation		1985292	1985826
biology	occupation		1995488	1995958
injected pre and post synaptic spikes	medical_process		2006628	2009194
Kaupner	person_name		2067704	2068206
Brunel	person_name		2068344	2068766
depression	medical_condition		2104468	2104906
machine learning	occupation		2187296	2187882
machine learning	occupation		2195728	2196620
machine learning	occupation		2209604	2210462
students	occupation		2699812	2700110
PhD students	occupation		2703090	2704494
carlisle	person_name		2704692	2705386
Cabrill	person_name		2705588	2706314
Bohom	location		2707588	2708202
gettingham	location		2715864	2716398
Christian Tetlav	person_name		2716632	2717662
Christian Meyer	person_name		2722872	2723566
Anand Sutomoni	person_name		2723704	2725170
David	person_name		2732348	2732706
biology	occupation		2738098	2738578
machine learning	occupation		2769720	2770690
Carlisle	person_name		2773112	2773646
PhD student	occupation		2776552	2777282
Jester	person_name		2777528	2778210
Sarah	person_name		2993392	2993766
material science	occupation		3016088	3017810
ry	occupation		3030636	3031394
Professor	occupation		3075990	3076526
Meyer	person_name		3076558	3076926
Dresden	location		3079004	3079394
Sarah	person_name		3082588	3082866
intel	organization		3083628	3083954
AI	occupation		3098128	3098646
neuroscientist	occupation		3099904	3100406
computer science	occupation		3107588	3108058
AI	occupation		3108228	3108554
neuroscience	occupation		3108852	3109386
computer science	occupation		3121208	3121758
david	person_name		3238358	3238646
COVID pandemic	event		3299630	3302106
math	occupation		3332626	3333346
experimentalists	occupation		3500112	3500950
biology	occupation		3598212	3598922
science	occupation		3600452	3600826
biology	occupation		3614744	3615022
Karl Friston	person_name		3648180	3649018
PhD supervisor	occupation		3655528	3656734
epileptic	medical_condition		3739120	3739766
Daniel	person_name		3772524	3772866
Sarah	person_name		3804312	3805230
biology	occupation		3807160	3807966
science	occupation		3808968	3809614
Newton	person_name		3814264	3814574
biology	occupation		3818108	3818690
history	occupation		3819436	3820134
development	occupation		3821948	3822434
ecology	occupation		3822732	3823266
evolution	occupation		3823468	3823922
biology	occupation		3824546	3824834
historical science	occupation		3825164	3826034
science	occupation		3827196	3827910
biology	occupation		3839440	3840450
von Neumann	person_name		3859528	3860526
neuroscience	occupation		3980714	3981136
engineering	occupation		3981658	3982096
David	person_name		4007904	4008762
Sarah	person_name		4010132	4010554
David	person_name		4017012	4017354
David	person_name		4034728	4035134
BrainScaleS team	organization		4060464	4061158
spinnaker team	organization		4061412	4062014
David	person_name		4082328	4082654
institute	organization		4115398	4115958
David	person_name		4123368	4123646
Sarah	person_name		4123848	4124526
morphstream	organization		4125864	4127038
