start	end	relevance	label
410	36200	0.07816212624311447	Hobbies&Interests>ContentProduction
410	36200	0.037357527762651443	Technology&Computing>ArtificialIntelligence
410	36200	0.029605820775032043	Science
410	36200	0.01887393370270729	Technology&Computing>Computing>Internet>SocialNetworking
410	36200	0.009221251122653484	Education>OnlineEducation
410	36200	0.004477595444768667	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
410	36200	0.0044605727307498455	Hobbies&Interests>ParanormalPhenomena
410	36200	0.002809685654938221	Technology&Computing
410	36200	0.0022153998725116253	Technology&Computing>Computing>Internet>InternetForBeginners
410	36200	0.002154767978936434	NewsAndPolitics>Politics>PoliticalIssues
36350	71220	0.7890028953552246	Pets>Reptiles
36350	71220	0.11587879806756973	Pets>Birds
36350	71220	0.007752367295324802	EventsAndAttractions>PersonalCelebrations&LifeEvents>Birth
36350	71220	0.007322594523429871	Travel>TravelLocations>AfricaTravel
36350	71220	0.006957062520086765	Science
36350	71220	0.004876224789768457	Pets>Dogs
36350	71220	0.003681217087432742	FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers
36350	71220	0.0025524392258375883	Science>BiologicalSciences
36350	71220	0.0021576806902885437	Hobbies&Interests>Birdwatching
36350	71220	0.001323258620686829	Hobbies&Interests>GenealogyAndAncestry
71640	109372	0.9942860007286072	BusinessAndFinance>Industries>TechnologyIndustry
71640	109372	0.982441246509552	Technology&Computing
71640	109372	0.09833352267742157	Science
71640	109372	0.014041448011994362	Technology&Computing>ArtificialIntelligence
71640	109372	0.012778651900589466	BusinessAndFinance>Industries>InformationServicesIndustry
71640	109372	0.004641128238290548	FineArt>Design
71640	109372	0.0046210335567593575	FineArt>DigitalArts
71640	109372	0.004595669452100992	BusinessAndFinance>Economy
71640	109372	0.004387039225548506	Technology&Computing>Computing>Internet>ITAndInternetSupport
71640	109372	0.004311777651309967	PopCulture
109436	145000	0.22218427062034607	Education>OnlineEducation
109436	145000	0.13266028463840485	Hobbies&Interests>ContentProduction
109436	145000	0.11048656702041626	FineArt>Design
109436	145000	0.0764620304107666	BusinessAndFinance>Business>ExecutiveLeadership&Management
109436	145000	0.06374712288379669	Technology&Computing
109436	145000	0.04246221482753754	BusinessAndFinance>Business>BusinessOperations
109436	145000	0.029655110090970993	BusinessAndFinance>Business>Startups
109436	145000	0.021298376843333244	BusinessAndFinance>Industries>InformationServicesIndustry
109436	145000	0.01723187230527401	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
109436	145000	0.010397485457360744	BusinessAndFinance>Industries>TechnologyIndustry
145160	170150	0.0014796321047469974	EventsAndAttractions>AwardsShows
145160	170150	0.001153283752501011	MusicAndAudio>TalkRadio
145160	170150	0.0009207446710206568	Sports>FigureSkating
145160	170150	0.0008368527633138001	EventsAndAttractions>Concerts&MusicEvents
145160	170150	0.0005948953912593424	Automotive>AutoType>DriverlessCars
145160	170150	0.0005110111087560654	EventsAndAttractions>FanConventions
145160	170150	0.0004997687065042555	Sports>Skiing
145160	170150	0.0004996513016521931	Sports>IceHockey
145160	170150	0.00039522579754702747	MusicAndAudio>TalkRadio>EducationalRadio
145160	170150	0.00029455331969074905	MusicAndAudio>SportsRadio
171640	205484	0.656167209148407	BusinessAndFinance>Industries>MetalsIndustry
171640	205484	0.5266928672790527	Hobbies&Interests>ArtsAndCrafts>Woodworking
171640	205484	0.2783954441547394	Hobbies&Interests>ArtsAndCrafts
171640	205484	0.13568879663944244	Hobbies&Interests>ArtsAndCrafts>JewelryMaking
171640	205484	0.12318166345357895	BusinessAndFinance>Industries>ManufacturingIndustry
171640	205484	0.0900367945432663	Hobbies&Interests>ArtsAndCrafts>Beadwork
171640	205484	0.017932597547769547	BusinessAndFinance>Industries>TechnologyIndustry
171640	205484	0.010633597150444984	BusinessAndFinance>Business>GreenSolutions
171640	205484	0.0032446570694446564	Hobbies&Interests>ArtsAndCrafts>Needlework
171640	205484	0.0023735305294394493	BusinessAndFinance>Industries>PowerAndEnergyIndustry
205612	241944	0.07319871336221695	Science>Geography
205612	241944	0.04342762008309364	Science
205612	241944	0.009912509471178055	Science>Geology
205612	241944	0.008140001446008682	Religion&Spirituality>Astrology
205612	241944	0.005729736294597387	FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers
205612	241944	0.004605740774422884	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
205612	241944	0.00401850463822484	Hobbies&Interests>GenealogyAndAncestry
205612	241944	0.0024152614641934633	Pets>Birds
205612	241944	0.0018794978968799114	Science>BiologicalSciences
205612	241944	0.0016771944938227534	Religion&Spirituality
242062	282200	0.9898928999900818	BusinessAndFinance>Industries>TechnologyIndustry
242062	282200	0.9496099352836609	Technology&Computing
242062	282200	0.03146537393331528	Science
242062	282200	0.029751135036349297	FineArt>Design
242062	282200	0.014958590269088745	BusinessAndFinance>Industries>BiotechAndBiomedicalIndustry
242062	282200	0.013535604812204838	BusinessAndFinance>Industries>InformationServicesIndustry
242062	282200	0.011746847070753574	Technology&Computing>ArtificialIntelligence
242062	282200	0.008524435572326183	RealEstate>IndustrialProperty
242062	282200	0.00639820471405983	BusinessAndFinance>Industries>ManufacturingIndustry
242062	282200	0.004898769315332174	FineArt>DigitalArts
287860	329624	0.8735160827636719	Hobbies&Interests>ContentProduction>FreelanceWriting
287860	329624	0.8470990061759949	BusinessAndFinance>Industries>PublishingIndustry
287860	329624	0.26259949803352356	BooksAndLiterature>Biographies
287860	329624	0.2052328735589981	Hobbies&Interests>ContentProduction
287860	329624	0.04891593009233475	BooksAndLiterature>YoungAdultLiterature
287860	329624	0.01872239075601101	Technology&Computing>Computing>ComputerSoftwareAndApplications>DesktopPublishing
287860	329624	0.011083438992500305	EventsAndAttractions>FanConventions
287860	329624	0.010955831035971642	BooksAndLiterature
287860	329624	0.010192301124334335	Hobbies&Interests>ContentProduction>Screenwriting
287860	329624	0.010023851878941059	BooksAndLiterature>Fiction
329672	362824	0.17488916218280792	Religion&Spirituality>Agnosticism
329672	362824	0.09336438775062561	Science
329672	362824	0.043417610228061676	Religion&Spirituality>Spirituality
329672	362824	0.03229685500264168	Religion&Spirituality>Atheism
