"Start Time","End Time","Transcript"
"00;00;07;19","00;00;07;28","Hello,"
"00;00;07;28","00;00;08;16","everybody,"
"00;00;08;16","00;00;08;27","and"
"00;00;08;27","00;00;09;09","welcome"
"00;00;09;09","00;00;09;29","to the"
"00;00;09;29","00;00;10;07","Active"
"00;00;10;07","00;00;10;18","Inference"
"00;00;10;18","00;00;11;09","Lab"
"00;00;11;09","00;00;11;18","today."
"00;00;11;18","00;00;11;23","It's"
"00;00;11;23","00;00;14;13","October 26th 2021,"
"00;00;15;01","00;00;15;13","and"
"00;00;15;13","00;00;15;20","we're"
"00;00;15;20","00;00;16;00","in"
"00;00;16;00","00;00;16;15","active"
"00;00;16;15","00;00;16;22","live"
"00;00;16;22","00;00;17;03","stream"
"00;00;17;03","00;00;17;14","number"
"00;00;17;14","00;00;19;20","31.2."
"00;00;19;28","00;00;20;09","Welcome"
"00;00;20;09","00;00;20;17","to"
"00;00;20;17","00;00;21;05","the Active"
"00;00;21;05","00;00;21;20","Lab."
"00;00;22;00","00;00;23;03","We are a participatory"
"00;00;23;03","00;00;23;18","online"
"00;00;23;18","00;00;24;02","lab"
"00;00;24;02","00;00;24;12","that is"
"00;00;24;12","00;00;25;07","communicating,"
"00;00;25;07","00;00;25;26","learning"
"00;00;25;26","00;00;26;03","and"
"00;00;26;03","00;00;27;00","practicing"
"00;00;27;00","00;00;27;10","applied"
"00;00;27;10","00;00;27;18","active"
"00;00;27;18","00;00;28;14","inference."
"00;00;28;14","00;00;28;17","You"
"00;00;28;17","00;00;28;21","can"
"00;00;28;21","00;00;29;04","find us"
"00;00;29;04","00;00;29;13","at the"
"00;00;29;13","00;00;29;26","links"
"00;00;29;26","00;00;30;08","here"
"00;00;30;08","00;00;30;23","on this"
"00;00;30;23","00;00;31;20","slide."
"00;00;32;00","00;00;32;28","This is a recorded"
"00;00;32;28","00;00;33;01","and"
"00;00;33;01","00;00;33;19","an archived"
"00;00;33;19","00;00;33;26","live"
"00;00;33;26","00;00;34;11","stream."
"00;00;34;11","00;00;34;18","So"
"00;00;34;18","00;00;34;27","please"
"00;00;34;27","00;00;35;07","provide"
"00;00;35;07","00;00;35;11","us"
"00;00;35;11","00;00;36;00","with feedback"
"00;00;36;00","00;00;36;07","so"
"00;00;36;07","00;00;36;10","that"
"00;00;36;10","00;00;36;19","we can"
"00;00;36;19","00;00;37;05","improve"
"00;00;37;05","00;00;37;12","our"
"00;00;37;12","00;00;38;01","work."
"00;00;38;17","00;00;38;23","All"
"00;00;38;23","00;00;39;16","backgrounds"
"00;00;39;16","00;00;39;21","and"
"00;00;39;21","00;00;40;12","perspectives"
"00;00;40;12","00;00;40;18","are"
"00;00;40;18","00;00;40;28","welcome"
"00;00;40;28","00;00;41;14","here"
"00;00;41;21","00;00;41;26","and"
"00;00;41;26","00;00;41;29","we'll"
"00;00;41;29","00;00;42;02","be"
"00;00;42;02","00;00;42;15","following"
"00;00;42;15","00;00;42;24","good"
"00;00;42;24","00;00;43;03","video"
"00;00;43;03","00;00;43;20","etiquette"
"00;00;43;20","00;00;43;25","for"
"00;00;43;25","00;00;44;24","livestreams"
"00;00;45;23","00;00;46;09","we're here"
"00;00;46;09","00;00;46;20","in our"
"00;00;46;20","00;00;47;04","second"
"00;00;47;04","00;00;48;04","discussion"
"00;00;48;04","00;00;48;12","group"
"00;00;48;12","00;00;48;27","discussion"
"00;00;48;27","00;00;50;05","for 31"
"00;00;50;05","00;00;50;14","towards"
"00;00;50;14","00;00;50;25","the end of"
"00;00;50;25","00;00;51;12","October."
"00;00;51;12","00;00;51;20","So"
"00;00;51;20","00;00;52;01","also"
"00;00;52;01","00;00;52;09","happy"
"00;00;52;09","00;00;53;08","Halloween"
"00;00;53;15","00;00;54;08","and"
"00;00;54;08","00;00;54;18","this is"
"00;00;54;18","00;00;55;00","our"
"00;00;55;00","00;00;55;14","jumping"
"00;00;55;14","00;00;55;23","off"
"00;00;55;23","00;00;56;05","point"
"00;00;56;05","00;00;57;04","to many"
"00;00;57;04","00;00;57;17","ideas."
"00;00;57;17","00;00;57;27","So"
"00;00;57;27","00;00;58;06","looking"
"00;00;58;06","00;00;58;15","forward"
"00;00;58;15","00;00;58;18","to"
"00;00;58;18","00;00;59;05","this"
"00;00;59;05","00;00;59;17","cool"
"00;00;59;17","00;01;00;21","discussion."
"00;01;01;05","00;01;01;27","The goal"
"00;01;01;27","00;01;02;05","is"
"00;01;02;05","00;01;02;13","going"
"00;01;02;13","00;01;02;27","to be"
"00;01;02;27","00;01;03;12","to"
"00;01;03;12","00;01;03;29","learn"
"00;01;03;29","00;01;04;13","and"
"00;01;04;13","00;01;05;14","discuss"
"00;01;05;14","00;01;05;25","this"
"00;01;05;25","00;01;06;15","paper"
"00;01;06;15","00;01;06;24","by"
"00;01;06;24","00;01;07;09","Patricia"
"00;01;07;09","00;01;07;27","Palacios"
"00;01;07;27","00;01;08;02","and"
"00;01;08;02","00;01;08;12","Mateo"
"00;01;08;12","00;01;08;25","Colombo,"
"00;01;08;25","00;01;09;06","both of"
"00;01;09;06","00;01;09;15","whom"
"00;01;09;15","00;01;09;25","are"
"00;01;09;25","00;01;10;05","with us"
"00;01;10;05","00;01;10;14","today."
"00;01;10;14","00;01;10;29","So"
"00;01;10;29","00;01;11;07","thanks"
"00;01;11;07","00;01;11;11","so"
"00;01;11;11","00;01;11;18","much"
"00;01;11;18","00;01;11;20","to"
"00;01;11;20","00;01;12;07","the authors"
"00;01;12;07","00;01;12;19","for"
"00;01;12;19","00;01;13;05","joining"
"00;01;13;05","00;01;13;28","and"
"00;01;14;06","00;01;14;12","feel"
"00;01;14;12","00;01;14;18","free"
"00;01;14;18","00;01;14;28","to"
"00;01;14;28","00;01;15;08","address"
"00;01;15;08","00;01;15;12","what"
"00;01;15;12","00;01;15;15","you"
"00;01;15;15","00;01;15;24","can"
"00;01;15;24","00;01;16;00","while"
"00;01;16;00","00;01;16;15","you're here"
"00;01;16;15","00;01;16;22","and"
"00;01;16;22","00;01;16;27","then"
"00;01;16;27","00;01;17;06","just"
"00;01;17;06","00;01;17;15","leave"
"00;01;17;15","00;01;17;29","whatever"
"00;01;17;29","00;01;18;09","works"
"00;01;18;09","00;01;18;13","for"
"00;01;18;13","00;01;18;29","you."
"00;01;19;13","00;01;20;08","And"
"00;01;20;08","00;01;20;22","in this"
"00;01;20;22","00;01;21;06","discussion"
"00;01;21;06","00;01;22;16","we can take"
"00;01;22;16","00;01;22;25","it"
"00;01;22;26","00;01;23;08","many"
"00;01;23;08","00;01;23;26","different ways"
"00;01;23;26","00;01;24;06","because"
"00;01;24;06","00;01;24;12","so"
"00;01;24;12","00;01;24;23","many"
"00;01;24;23","00;01;25;08","topics"
"00;01;25;08","00;01;25;14","came"
"00;01;25;14","00;01;25;25","up in"
"00;01;25;25","00;01;26;11","the dot"
"00;01;26;11","00;01;26;23","zero"
"00;01;26;23","00;01;26;27","and"
"00;01;26;27","00;01;27;04","dot"
