"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;07;19","00;00;37;21","Hello, everybody, and welcome to the Active Inference Lab today. It's October 26th 2021, and we're in active live stream number 31.2. Welcome to the Active Lab. We are a participatory online lab that is communicating, learning and practicing applied active inference. You can find us at the links here on this slide. This is a recorded and an archived live stream. So please provide us with feedback so that we can improve our work."
"Speaker 1","00;00;38;17","00;01;10;13","All backgrounds and perspectives are welcome here and we'll be following good video etiquette for livestreams we're here in our second discussion group discussion for 31 towards the end of October. So also happy Halloween and this is our jumping off point to many ideas. So looking forward to this cool discussion. The goal is going to be to learn and discuss this paper by Patricia Palacios and Mateo Colombo, both of whom are with us today."
"Speaker 1","00;01;10;13","00;01;35;19","So thanks so much to the authors for joining and feel free to address what you can while you're here and then just leave whatever works for you. And in this discussion we can take it many different ways because so many topics came up in the dot zero and dot one, but we have all of the formalisms some big questions, a lot of topics that we raised in the 31.1 video as well."
"Speaker 1","00;01;37;02","00;01;58;07","So we can begin with an introduction and warm up section. We'll have the non authors introduce themselves and then just say Hello. And then we'll pass to the two authors, both of whom are joining for the first time to a stream. So again, thanks for joining and we look forward to the discussion So I'm Daniel, I'm a researcher in California."
"Speaker 1","00;01;58;23","00;02;19;26","And to just add something I'm excited about, Mateo and I were just discussing right before we started some of the sociology meets history and philosophy of science and oh yeah, who could forget about the actual topics themself so there's just some cool intersections that we'll be able to talk about all pass it to Dave."
"Speaker 2","00;02;22;00","00;02;46;11","Hi, I'm retired from Information Technology. I'm in the cool dry mountains of the northern Philippines. And now that I don't have to work for a living, I'm getting really busy on learning cybernetics, which is one of the things I did back in college and having a great time this fired up about having a complexity weekend ramp up starting tomorrow."
"Speaker 2","00;02;47;11","00;02;47;25","So true."
"Speaker 1","00;02;47;28","00;03;09;08","Stephen we can't hear you, Stephen, but you're unmuted, so maybe your audio selection is odd, but let's welcome Stephen back. So figure it out and let's go to Patricia first. Welcome and happy to hear your introduction."
"Speaker 3","00;03;10;24","00;03;42;01","Hello. Well, thank you for the discussion about the interest in discussing our paper. So I'm an assistant professor in Sans Book. I'm originally from Chile and I work on the philosophy of physics, philosophy of science, and now I'm working more and more in the philosophy of the complexity science. And I have done some work when I go into physics and what I'm interested in generally there in the statistical mechanical applications to other disciplines."
"Speaker 3","00;03;42;20","00;04;11;12","What statistical mechanical models in economics, biology and chemistry although I haven't explored that yet, I'm interested on that. And with Mattel was my I did my first exploration in the free entry principle. But just to be clear, I'm very interested in the application of statistical mechanics to other disciplines, even if we appear to be critical to that is in this paper."
"Speaker 1","00;04;13;13","00;04;14;17","Thank you, Mattel."
