"Start Time","End Time","Transcript"
"00;00;07;13","00;00;07;22","Hello,"
"00;00;07;22","00;00;08;19","everyone."
"00;00;08;19","00;00;09;13","Welcome"
"00;00;09;13","00;00;09;22","to"
"00;00;09;22","00;00;09;26","the"
"00;00;09;26","00;00;10;04","Active"
"00;00;10;04","00;00;10;16","Inference"
"00;00;10;16","00;00;10;28","Lab."
"00;00;10;28","00;00;11;15","This is"
"00;00;11;15","00;00;11;25","Active"
"00;00;11;25","00;00;12;06","Inference"
"00;00;12;06","00;00;12;14","Live"
"00;00;12;14","00;00;13;03","stream"
"00;00;13;03","00;00;13;12","number"
"00;00;13;12","00;00;15;15","31.0."
"00;00;15;15","00;00;15;19","It's"
"00;00;15;19","00;00;16;18","October 14th,"
"00;00;16;18","00;00;18;19","2021."
"00;00;19;07","00;00;19;19","Welcome"
"00;00;19;19","00;00;20;08","to the ACT."
"00;00;20;08","00;00;21;08","In Lab,"
"00;00;21;08","00;00;22;15","we are a participatory"
"00;00;22;15","00;00;22;27","online"
"00;00;22;27","00;00;23;11","lab"
"00;00;23;11","00;00;23;23","that is"
"00;00;23;23","00;00;24;21","communicating,"
"00;00;24;21","00;00;25;07","learning"
"00;00;25;07","00;00;25;12","and"
"00;00;25;12","00;00;26;11","practicing"
"00;00;26;11","00;00;26;22","applied"
"00;00;26;22","00;00;26;29","active"
"00;00;26;29","00;00;27;25","inference."
"00;00;27;25","00;00;27;28","You"
"00;00;27;28","00;00;28;02","can"
"00;00;28;02","00;00;28;16","find us"
"00;00;28;16","00;00;28;24","at the"
"00;00;28;24","00;00;29;11","links"
"00;00;29;11","00;00;29;22","here"
"00;00;29;22","00;00;30;03","on this"
"00;00;30;03","00;00;30;28","slide."
"00;00;31;13","00;00;32;14","This is a recorded"
"00;00;32;14","00;00;32;20","and"
"00;00;32;20","00;00;33;09","an archived"
"00;00;33;09","00;00;33;17","live"
"00;00;33;17","00;00;34;03","stream,"
"00;00;34;06","00;00;34;14","so"
"00;00;34;14","00;00;34;23","please"
"00;00;34;23","00;00;35;02","provide"
"00;00;35;02","00;00;35;05","us"
"00;00;35;05","00;00;35;23","with feedback"
"00;00;35;23","00;00;35;29","so"
"00;00;35;29","00;00;36;02","that"
"00;00;36;02","00;00;36;13","we can"
"00;00;36;13","00;00;36;27","improve"
"00;00;36;27","00;00;37;06","on our"
"00;00;37;06","00;00;37;28","work."
"00;00;38;12","00;00;38;19","All"
"00;00;38;19","00;00;39;08","backgrounds"
"00;00;39;08","00;00;39;14","and"
"00;00;39;14","00;00;40;04","perspectives"
"00;00;40;04","00;00;40;09","are"
"00;00;40;09","00;00;40;18","welcome"
"00;00;40;18","00;00;41;04","here"
"00;00;41;11","00;00;41;20","and"
"00;00;41;20","00;00;41;24","we'll"
"00;00;41;24","00;00;41;27","be"
"00;00;41;27","00;00;42;10","following"
"00;00;42;10","00;00;42;19","good"
"00;00;42;19","00;00;42;28","video"
"00;00;42;28","00;00;43;12","etiquette"
"00;00;43;12","00;00;43;19","for"
"00;00;43;19","00;00;44;19","lunchrooms"
"00;00;45;22","00;00;45;27","at"
"00;00;45;27","00;00;46;02","this"
"00;00;46;02","00;00;46;10","short"
"00;00;46;10","00;00;46;23","link,"
"00;00;46;23","00;00;47;09","you can see"
"00;00;47;09","00;00;47;15","some"
"00;00;47;15","00;00;47;19","of the"
"00;00;47;19","00;00;48;03","past,"
"00;00;48;03","00;00;48;16","present,"
"00;00;48;16","00;00;48;20","and"
"00;00;48;20","00;00;49;20","future"
"00;00;49;24","00;00;50;11","streams"
"00;00;50;11","00;00;50;15","that"
"00;00;50;15","00;00;50;18","we'll"
"00;00;50;18","00;00;50;21","be"
"00;00;50;21","00;00;51;01","doing"
"00;00;51;01","00;00;51;05","in"
"00;00;51;05","00;00;51;24","the lab"
"00;00;51;24","00;00;52;01","as"
"00;00;52;01","00;00;52;09","part of"
"00;00;52;09","00;00;52;12","the"
"00;00;52;12","00;00;52;20","dot"
"00;00;52;20","00;00;53;05","coms"
"00;00;53;05","00;00;53;27","organizational"
"00;00;53;27","00;00;54;16","unit."
"00;00;54;16","00;00;54;20","And"
"00;00;54;20","00;00;55;00","the first"
"00;00;55;00","00;00;55;11","tab"
"00;00;55;11","00;00;55;18","has"
"00;00;55;18","00;00;55;21","the"
"00;00;55;21","00;00;56;05","regular"
"00;00;56;05","00;00;56;27","Tuesday"
"00;00;56;27","00;00;57;19","discussions"
"00;00;57;19","00;00;57;23","that"
"00;00;57;23","00;00;57;26","are"
"00;00;57;26","00;00;58;03","group"
"00;00;58;03","00;00;59;00","discussions"
"00;00;59;00","00;00;59;05","one"
"00;00;59;05","00;00;59;11","and"
"00;00;59;13","00;01;00;11","two."
"00;01;00;14","00;01;00;21","Right"
"00;01;00;21","00;01;00;27","now"
"00;01;00;27","00;01;01;00","we're"
"00;01;01;00","00;01;01;02","at"
"00;01;01;02","00;01;01;22","a zero"
"00;01;01;22","00;01;01;29","kind"
"00;01;01;29","00;01;02;08","of an"
"00;01;02;08","00;01;02;25","ad hoc"
"00;01;02;25","00;01;03;17","scheduled"
"00;01;03;17","00;01;04;14","contextualizing"
"00;01;04;14","00;01;05;20","livestream"
"00;01;05;24","00;01;06;00","and"
"00;01;06;00","00;01;06;04","then"
"00;01;06;04","00;01;06;08","the"
"00;01;06;08","00;01;06;14","other"
"00;01;06;14","00;01;06;26","tabs"
"00;01;06;26","00;01;07;00","have"
"00;01;07;00","00;01;07;07","other"
"00;01;07;07","00;01;07;16","kinds"
"00;01;07;16","00;01;07;18","of"
"00;01;07;18","00;01;07;24","live"
"00;01;07;24","00;01;08;05","streams"
