"Start Time","End Time","Transcript"
"00;00;28;27","00;00;29;01","All"
"00;00;29;01","00;00;29;09","right."
"00;00;29;09","00;00;30;07","Hello"
"00;00;30;07","00;00;30;13","and"
"00;00;30;13","00;00;31;02","welcome."
"00;00;31;02","00;00;31;18","This is"
"00;00;31;18","00;00;32;03","Active"
"00;00;32;03","00;00;32;15","Lab"
"00;00;32;15","00;00;33;01","Livestream"
"00;00;33;01","00;00;33;10","number"
"00;00;33;10","00;00;35;02","40.0,"
"00;00;35;02","00;00;36;08","March 10th,"
"00;00;36;08","00;00;38;13","2022"
"00;00;39;15","00;00;39;25","welcome"
"00;00;39;25","00;00;39;29","to"
"00;00;39;29","00;00;40;13","the Active"
"00;00;40;13","00;00;41;03","Lab."
"00;00;41;03","00;00;41;09","We're"
"00;00;41;09","00;00;41;10","a"
"00;00;41;10","00;00;42;04","participatory"
"00;00;42;04","00;00;42;15","online"
"00;00;42;15","00;00;42;27","lab"
"00;00;42;27","00;00;43;15","that is"
"00;00;43;15","00;00;44;06","communicating,"
"00;00;44;06","00;00;44;21","learning"
"00;00;44;21","00;00;44;26","and"
"00;00;44;26","00;00;45;28","practicing"
"00;00;45;28","00;00;46;10","applied"
"00;00;46;10","00;00;46;18","active"
"00;00;46;18","00;00;47;14","inference."
"00;00;47;14","00;00;47;16","You"
"00;00;47;16","00;00;47;20","can"
"00;00;47;20","00;00;48;03","find us"
"00;00;48;03","00;00;48;08","at the"
"00;00;48;08","00;00;48;22","links"
"00;00;48;22","00;00;49;00","here"
"00;00;49;00","00;00;49;03","on"
"00;00;49;03","00;00;50;00","the slide."
"00;00;50;23","00;00;51;21","This is recorded"
"00;00;51;21","00;00;52;00","in an"
"00;00;52;00","00;00;52;16","archived"
"00;00;52;16","00;00;52;21","live"
"00;00;52;21","00;00;53;06","stream,"
"00;00;53;06","00;00;53;13","so"
"00;00;53;13","00;00;53;22","please"
"00;00;53;22","00;00;54;00","provide"
"00;00;54;00","00;00;54;03","us"
"00;00;54;03","00;00;54;20","with feedback"
"00;00;54;20","00;00;54;24","so"
"00;00;54;24","00;00;54;28","that"
"00;00;54;28","00;00;55;07","we can"
"00;00;55;07","00;00;55;19","improve"
"00;00;55;19","00;00;55;24","our"
"00;00;55;24","00;00;56;15","work."
"00;00;57;01","00;00;57;09","All"
"00;00;57;09","00;00;58;01","backgrounds"
"00;00;58;01","00;00;58;07","and"
"00;00;58;07","00;00;58;26","perspectives"
"00;00;58;26","00;00;59;01","are"
"00;00;59;01","00;00;59;21","welcome"
"00;00;59;21","00;01;00;06","and"
"00;01;00;06","00;01;00;11","will"
"00;01;00;11","00;01;00;14","be"
"00;01;00;14","00;01;01;02","following"
"00;01;01;02","00;01;01;11","video"
"00;01;01;11","00;01;01;25","etiquette"
"00;01;01;25","00;01;02;00","for"
"00;01;02;00","00;01;02;06","live"
"00;01;02;06","00;01;03;07","streams."
"00;01;04;02","00;01;04;10","Check"
"00;01;04;10","00;01;04;22","out"
"00;01;04;22","00;01;05;04","active"
"00;01;05;04","00;01;05;14","inference."
"00;01;05;14","00;01;06;02","Talk"
"00;01;06;02","00;01;06;07","to"
"00;01;06;07","00;01;06;15","learn"
"00;01;06;15","00;01;06;25","more"
"00;01;06;25","00;01;07;06","about"
"00;01;07;06","00;01;08;03","the live"
"00;01;09;27","00;01;10;21","All right."
"00;01;11;01","00;01;11;28","In"
"00;01;12;13","00;01;13;08","today's"
"00;01;13;08","00;01;13;17","number"
"00;01;13;17","00;01;15;06","40.0,"
