docLabel	sp	myTime	myTimeDisplay	myTimeSRT
CCL2023-08	A	5850	00:05	00:00:05,845
CCL2023-08	A	29684	00:29	00:00:29,065
CCL2023-08	A	2846530	47:26	00:47:26,565
CCL2023-08	A	2969190	49:29	00:49:29,676
CCL2023-08	A	3196796	53:16	00:53:16,879
CCL2023-08	A	3389510	56:29	00:56:29,054
CCL2023-08	A	3596438	59:56	00:59:56,243
CCL2023-08	A	3865570	1:04:25	01:04:25,425
CCL2023-08	A	4127990	1:08:47	01:08:47,809
CCL2023-08	A	4301208	1:11:41	01:11:41,361
CCL2023-08	A	4498466	1:14:58	01:14:58,154
CCL2023-08	A	4818186	1:20:18	01:20:18,099
CCL2023-08	B	8450	00:08	00:00:08,442
CCL2023-08	B	2827770	47:07	00:47:07,546
CCL2023-08	B	2959030	49:19	00:49:19,666
CCL2023-08	B	3125490	52:05	00:52:05,814
CCL2023-08	B	3333700	55:33	00:55:33,004
CCL2023-08	B	3551160	59:11	00:59:11,198
CCL2023-08	B	3831440	1:03:51	01:03:51,143
CCL2023-08	B	4065236	1:07:45	01:07:45,241
CCL2023-08	B	4261050	1:11:01	01:11:01,960
CCL2023-08	B	4388250	1:13:08	01:13:08,112
CCL2023-08	B	4666530	1:17:46	01:17:46,654
CCL2023-08	B	4837130	1:20:37	01:20:37,118
