docLabel	start	end	count	rank	text
CCL2023-08	230702	232098	1	0.08	social action
CCL2023-08	293298	293974	2	0.08	social action
CCL2023-08	2531950	2533526	1	0.08	Active inference models
CCL2023-08	86546	87586	1	0.08	social behavior
CCL2023-08	1624002	1625050	2	0.08	social behavior
CCL2023-08	1674218	1675220	3	0.08	social behavior
CCL2023-08	1763448	1764232	4	0.08	social behavior
CCL2023-08	2165828	2166910	5	0.08	social behavior
CCL2023-08	53408	54134	1	0.08	social norms
CCL2023-08	90572	91442	2	0.08	social norms
CCL2023-08	143148	143686	3	0.08	social norms
CCL2023-08	148512	149590	4	0.08	social norms
CCL2023-08	166042	166666	5	0.08	social norms
CCL2023-08	186418	187026	6	0.08	social norms
CCL2023-08	707306	708430	7	0.08	social norms
CCL2023-08	1211930	1213346	8	0.08	social norms
CCL2023-08	1283968	1285070	9	0.08	social norms
CCL2023-08	1303752	1304318	10	0.08	social norms
CCL2023-08	1462078	1462804	11	0.08	social norms
CCL2023-08	1503124	1504378	12	0.08	social norms
CCL2023-08	1572588	1573838	13	0.08	social norms
CCL2023-08	1669978	1670656	14	0.08	social norms
CCL2023-08	2125358	2125966	15	0.08	social norms
CCL2023-08	2156368	2157334	16	0.08	social norms
CCL2023-08	3369414	3370534	17	0.08	social norms
CCL2023-08	3380660	3381626	18	0.08	social norms
CCL2023-08	199648	201050	1	0.08	social understanding
CCL2023-08	1168748	1169378	1	0.08	social scripts
CCL2023-08	1607592	1608286	2	0.08	social scripts
CCL2023-08	1628262	1629046	3	0.08	social scripts
CCL2023-08	1677020	1678180	4	0.08	social scripts
CCL2023-08	1712368	1712998	5	0.08	social scripts
CCL2023-08	1760728	1761900	6	0.08	social scripts
CCL2023-08	1796702	1797572	7	0.08	social scripts
CCL2023-08	1818358	1819308	8	0.08	social scripts
CCL2023-08	1825622	1826204	9	0.08	social scripts
CCL2023-08	1895346	1896530	10	0.08	social scripts
CCL2023-08	1996726	1997558	11	0.08	social scripts
CCL2023-08	2012372	2013018	12	0.08	social scripts
CCL2023-08	2058032	2058666	13	0.08	social scripts
CCL2023-08	2073272	2074450	14	0.08	social scripts
CCL2023-08	2105014	2105974	15	0.08	social scripts
CCL2023-08	229976	232098	1	0.07	contextual social action
CCL2023-08	2718438	2720170	1	0.07	social cognition behavior
CCL2023-08	1229750	1231718	1	0.07	complex social environments
CCL2023-08	3370832	3372202	1	0.07	social values
CCL2023-08	1996262	1997558	1	0.07	complex social scripts
CCL2023-08	251088	251974	1	0.07	social interactions
CCL2023-08	267162	268510	2	0.07	social interactions
CCL2023-08	310212	311578	3	0.07	social interactions
CCL2023-08	333372	334370	4	0.07	social interactions
CCL2023-08	393974	395370	5	0.07	social interactions
CCL2023-08	797170	798750	6	0.07	social interactions
CCL2023-08	846826	848250	7	0.07	social interactions
CCL2023-08	934724	936110	8	0.07	social interactions
CCL2023-08	1105608	1106366	9	0.07	social interactions
CCL2023-08	1199742	1201166	10	0.07	social interactions
CCL2023-08	1276678	1278010	11	0.07	social interactions
CCL2023-08	1599524	1600770	12	0.07	social interactions
CCL2023-08	1641946	1643230	13	0.07	social interactions
CCL2023-08	1655272	1656126	14	0.07	social interactions
CCL2023-08	1803102	1804152	15	0.07	social interactions
CCL2023-08	2731268	2732510	16	0.07	social interactions
CCL2023-08	181548	182642	1	0.07	social cognition
CCL2023-08	220328	221490	2	0.07	social cognition
CCL2023-08	320072	321170	3	0.07	social cognition
CCL2023-08	365892	367070	4	0.07	social cognition
CCL2023-08	383378	384470	5	0.07	social cognition
CCL2023-08	410628	411402	6	0.07	social cognition
CCL2023-08	438172	439350	7	0.07	social cognition
CCL2023-08	715592	716798	8	0.07	social cognition
CCL2023-08	817928	819010	9	0.07	social cognition
CCL2023-08	959548	960322	10	0.07	social cognition
CCL2023-08	1059454	1060274	11	0.07	social cognition
CCL2023-08	2718438	2719318	12	0.07	social cognition
CCL2023-08	2740084	2740862	13	0.07	social cognition
CCL2023-08	2752328	2753350	14	0.07	social cognition
CCL2023-08	2771552	2772214	15	0.07	social cognition
CCL2023-08	393298	395370	1	0.07	complex social interactions
CCL2023-08	127688	128894	1	0.07	social expectations
CCL2023-08	341708	342642	2	0.07	social expectations
