"Start Time","End Time","Transcript"
"00;00;36;18","00;00;36;26","Hello,"
"00;00;36;26","00;00;37;11","everyone."
"00;00;37;11","00;00;37;24","Welcome"
"00;00;37;24","00;00;38;18","to act"
"00;00;38;18","00;00;38;22","in"
"00;00;38;22","00;00;39;07","flight"
"00;00;39;07","00;00;39;21","to"
"00;00;39;21","00;00;40;03","active"
"00;00;40;03","00;00;40;17","flab"
"00;00;40;17","00;00;40;25","live"
"00;00;40;25","00;00;41;05","streamed"
"00;00;41;05","00;00;41;12","number"
"00;00;41;12","00;00;42;26","32.2."
"00;00;42;26","00;00;43;04","It's"
"00;00;43;04","00;00;44;13","November 16th."
"00;00;44;13","00;00;46;00","2021"
"00;00;46;24","00;00;47;04","Welcome"
"00;00;47;04","00;00;47;11","to the"
"00;00;47;11","00;00;47;22","acting"
"00;00;47;22","00;00;48;12","lab."
"00;00;48;20","00;00;50;02","We are a participatory"
"00;00;50;02","00;00;50;16","online"
"00;00;50;16","00;00;51;01","lab"
"00;00;51;01","00;00;51;12","that is"
"00;00;51;12","00;00;52;10","communicating,"
"00;00;52;10","00;00;52;28","learning"
"00;00;52;28","00;00;53;05","and"
"00;00;53;05","00;00;54;00","practicing"
"00;00;54;00","00;00;54;20","applied"
"00;00;54;20","00;00;55;01","active"
"00;00;55;01","00;00;55;23","inference"
"00;00;55;23","00;00;56;23","you can find us"
"00;00;56;23","00;00;57;01","some of"
"00;00;57;01","00;00;57;12","the"
"00;00;57;12","00;00;57;22","links"
"00;00;57;22","00;00;58;00","here"
"00;00;58;00","00;00;58;10","on this"
"00;00;58;10","00;00;59;02","slide."
"00;00;59;19","00;01;00;20","This is a recorded"
"00;01;00;20","00;01;00;26","and"
"00;01;00;26","00;01;01;17","an archived"
"00;01;01;17","00;01;01;23","live"
"00;01;01;23","00;01;02;07","stream,"
"00;01;02;07","00;01;02;17","so"
"00;01;02;17","00;01;02;28","please"
"00;01;02;28","00;01;03;08","provide"
"00;01;03;08","00;01;03;12","us"
"00;01;03;12","00;01;04;04","with feedback"
"00;01;04;04","00;01;04;10","so"
"00;01;04;10","00;01;04;16","we can"
"00;01;04;16","00;01;04;29","improve"
"00;01;04;29","00;01;05;08","on our"
"00;01;05;08","00;01;05;28","work."
"00;01;06;13","00;01;06;19","All"
"00;01;06;19","00;01;07;07","backgrounds"
"00;01;07;07","00;01;07;14","and"
"00;01;07;14","00;01;08;05","perspectives"
"00;01;08;05","00;01;08;11","are"
"00;01;08;11","00;01;08;23","welcome"
"00;01;08;23","00;01;09;07","here"
"00;01;09;07","00;01;09;18","and"
"00;01;09;18","00;01;09;24","we'll"
"00;01;09;24","00;01;10;02","be"
"00;01;10;02","00;01;10;22","following"
"00;01;10;22","00;01;11;05","good"
"00;01;11;05","00;01;11;12","and"
"00;01;11;12","00;01;11;27","fun"
"00;01;11;27","00;01;12;08","video"
"00;01;12;08","00;01;12;26","etiquette"
"00;01;12;26","00;01;13;00","for"
"00;01;13;00","00;01;14;01","livestreams"
"00;01;15;07","00;01;15;17","at this"
"00;01;15;17","00;01;15;25","short"
"00;01;15;25","00;01;16;06","link,"
"00;01;16;06","00;01;16;27","you can see"
"00;01;16;27","00;01;17;04","some"
"00;01;17;04","00;01;17;10","of the"
"00;01;17;10","00;01;17;25","upcoming"
"00;01;17;25","00;01;18;12","streams."
"00;01;18;12","00;01;18;18","This"
"00;01;18;18","00;01;19;00","is our"
"00;01;19;00","00;01;19;12","second"
"00;01;19;12","00;01;20;07","participatory"
"00;01;20;07","00;01;20;15","group"
"00;01;20;15","00;01;21;05","discussion"
"00;01;21;05","00;01;21;22","on the"
"00;01;21;22","00;01;22;11","stochastic"
"00;01;22;11","00;01;22;28","Chaos"
"00;01;22;28","00;01;23;02","and"
"00;01;23;02","00;01;23;15","Markup"
"00;01;23;15","00;01;23;26","Blankets"
"00;01;23;26","00;01;24;22","Paper"
"00;01;25;00","00;01;25;05","and"
"00;01;25;05","00;01;25;09","then"
"00;01;25;09","00;01;25;13","in the"
"00;01;25;13","00;01;25;22","second"
"00;01;25;22","00;01;25;28","two"
"00;01;25;28","00;01;26;06","weeks"
"00;01;26;06","00;01;26;09","of"
"00;01;26;09","00;01;26;25","November,"
"00;01;26;25","00;01;27;01","we're"
"00;01;27;01","00;01;27;07","going"
"00;01;27;07","00;01;27;16","to be"
"00;01;27;16","00;01;28;12","discussing"
"00;01;28;12","00;01;28;26","Thinking"
"00;01;28;26","00;01;29;03","Like a"
"00;01;29;03","00;01;29;15","State"
"00;01;29;15","00;01;30;12","by our"
"00;01;30;12","00;01;30;26","friend"
"00;01;30;26","00;01;31;11","and co"
"00;01;31;11","00;01;32;04","participant,"
"00;01;32;04","00;01;32;27","Adele."
"00;01;33;02","00;01;33;10","And"
"00;01;33;10","00;01;33;21","we haven't"
"00;01;33;21","00;01;33;28","yet"
"00;01;33;28","00;01;34;06","set"
"00;01;34;06","00;01;34;21","the papers"
"00;01;34;21","00;01;34;26","for"
"00;01;34;26","00;01;35;10","December."
"00;01;35;10","00;01;35;20","So if"
"00;01;35;20","00;01;36;08","you know"
"00;01;36;08","00;01;36;10","an"
"00;01;36;10","00;01;36;25","author"
"00;01;36;25","00;01;36;28","who"
"00;01;36;28","00;01;37;03","you'd"
"00;01;37;03","00;01;37;09","like"
"00;01;37;09","00;01;38;13","to invite,"
"00;01;38;13","00;01;38;22","or"
"00;01;38;22","00;01;39;00","if you"
"00;01;39;00","00;01;39;12","yourself"
"00;01;39;12","00;01;39;16","would"
"00;01;39;16","00;01;39;21","like"
"00;01;39;21","00;01;40;00","to"
"00;01;40;00","00;01;40;11","join"
"00;01;40;11","00;01;40;20","for"
"00;01;40;20","00;01;41;00","several"
"00;01;41;00","00;01;41;08","weeks"
"00;01;41;08","00;01;41;11","of"
"00;01;41;11","00;01;41;29","discussion"
"00;01;41;29","00;01;42;14","of one"
"00;01;42;14","00;01;42;17","of"
"00;01;42;17","00;01;42;22","your"
"00;01;42;22","00;01;43;11","works,"
"00;01;43;11","00;01;43;18","then"
"00;01;43;18","00;01;44;05","just"
"00;01;44;05","00;01;44;12","let"
"00;01;44;12","00;01;44;16","us"
"00;01;44;16","00;01;44;23","know"
"00;01;47;00","00;01;47;13","today"
"00;01;47;13","00;01;47;27","in"
"00;01;47;27","00;01;48;11","active"
"00;01;48;11","00;01;48;22","stream"
"00;01;48;22","00;01;48;28","number"
"00;01;48;28","00;01;50;02","32.2,"
"00;01;50;02","00;01;51;03","we're"
"00;01;51;04","00;01;51;13","aiming"
"00;01;51;13","00;01;51;24","to"
"00;01;51;24","00;01;52;08","learn"
"00;01;52;08","00;01;52;12","and"
"00;01;52;12","00;01;52;29","discuss"
"00;01;52;29","00;01;53;13","and"
"00;01;53;13","00;01;54;12","ask"
"00;01;54;12","00;01;54;21","what"
"00;01;54;21","00;01;55;19","if and"
"00;01;55;19","00;01;55;28","what"
"00;01;55;28","00;01;56;09","is"
"00;01;56;09","00;01;56;25","and"
"00;01;56;26","00;01;57;08","hold"
"00;01;57;08","00;01;57;13","all"
"00;01;57;13","00;01;57;21","these"
"00;01;57;21","00;01;58;02","different"
"00;01;58;02","00;01;58;25","questions"
"00;01;58;25","00;01;59;02","at"
"00;01;59;02","00;01;59;29","once."
"00;02;00;13","00;02;00;20","We're"
"00;02;00;20","00;02;00;24","in the"
"00;02;00;24","00;02;01;08","second"
"00;02;01;08","00;02;02;03","participatory"
