"Start Time","End Time","Transcript"
"00;00;33;00","00;00;33;11","Hello"
"00;00;33;11","00;00;33;20","and"
"00;00;33;20","00;00;34;04","welcome"
"00;00;34;04","00;00;34;25","to the"
"00;00;34;25","00;00;35;04","Active"
"00;00;35;04","00;00;35;15","Inference"
"00;00;35;15","00;00;35;29","Lab."
"00;00;35;29","00;00;36;09","This is"
"00;00;36;09","00;00;36;21","Active"
"00;00;36;21","00;00;37;04","Lab"
"00;00;37;04","00;00;37;21","Livestream"
"00;00;37;21","00;00;38;08","number"
"00;00;38;08","00;00;40;23","32.1321."
"00;00;41;07","00;00;41;27","Stochastic"
"00;00;41;27","00;00;42;14","Chaos"
"00;00;42;14","00;00;42;27","and"
"00;00;42;27","00;00;43;10","Mark"
"00;00;43;10","00;00;44;08","Blankets."
"00;00;45;16","00;00;45;29","Welcome"
"00;00;45;29","00;00;46;12","to the"
"00;00;46;12","00;00;46;21","Active"
"00;00;46;21","00;00;47;02","Inference"
"00;00;47;02","00;00;47;20","Lab."
"00;00;47;26","00;00;48;13","We are"
"00;00;48;13","00;00;48;14","a"
"00;00;48;14","00;00;49;12","participatory"
"00;00;49;12","00;00;49;27","online"
"00;00;49;27","00;00;50;15","lab"
"00;00;50;15","00;00;50;26","that is"
"00;00;50;26","00;00;51;25","learning,"
"00;00;51;28","00;00;53;05","communicating"
"00;00;53;05","00;00;53;15","and"
"00;00;53;15","00;00;54;02","practicing"
"00;00;54;02","00;00;54;13","applied"
"00;00;54;13","00;00;54;22","active"
"00;00;54;22","00;00;55;19","inference."
"00;00;55;19","00;00;55;24","You"
"00;00;55;24","00;00;55;28","can"
"00;00;55;28","00;00;56;12","find us"
"00;00;56;12","00;00;56;19","at"
"00;00;56;19","00;00;56;29","some of"
"00;00;56;29","00;00;57;01","the"
"00;00;57;01","00;00;57;13","links"
"00;00;57;13","00;00;57;22","here"
"00;00;57;22","00;00;58;03","on this"
"00;00;58;03","00;00;58;26","slide."
"00;00;59;12","00;01;00;14","This is a recorded"
"00;01;00;14","00;01;00;20","and"
"00;01;00;20","00;01;01;12","an archived"
"00;01;01;12","00;01;01;19","live"
"00;01;01;19","00;01;02;07","stream,"
"00;01;02;10","00;01;02;17","so"
"00;01;02;17","00;01;02;26","please"
