"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;22;27","00;00;53;26","Hello and welcome, everyone. It is January 12th, 2022 We are here in Acton, five live stream number 35.2 discussing the paper, a tale of two architectures free energy. Its models and modularity. Welcome to the Acton flap. We are an online participatory lab that is communicating, learning and practicing applied active inference You can find more information on this slide. This is a recorded in an archived live stream."
"Speaker 1","00;00;54;03","00;01;28;08","So please provide us with feedback so that we can improve our work If you're watching live, feel free to write questions in the live chat. If you're watching in replay, you can also add comments. All backgrounds and perspectives are welcome here and will be following good video etiquette for livestreams. All of our activities in the lab are participatory, so if you would like to contribute or get involved, go to Active Inference Dawg and see what is there today in Livestream 35.2."
"Speaker 1","00;01;28;08","00;01;54;09","We're going to be having our third discussion continuing on the paper. A Tale of two Architectures for Energy Its Models and Modularity. Written by Majid Bani, who we're really appreciative, is joining us today to talk and see where it goes. So we'll get to the introduction in a second, but basically we're going to just pick up on some of the threads that we opened in earlier discussions."
"Speaker 1","00;01;54;10","00;02;17;08","We have a few specific things written down, and I'm sure we'll go many different ways with people joining and ideas coming up and questions and the live chat and all of that. So we can kind of go any which way. But we'll just start with the introduction and warmup so we can each say hello, maybe blue, and I can just say what we're excited about for the dot too."
"Speaker 1","00;02;17;20","00;02;48;00","And then Majid, it'd be awesome to hear any context for the paper. So I'm Daniel, I'm a researcher in California, and I didn't expect the rabbit duck to appear and dot one, but I'm looking forward to continuing that and seeing how is this drawing like a scientific model? And then what does that philosophical or conceptual paradox or ambiguity say about scientific modeling?"
"Speaker 1","00;02;48;15","00;02;49;04","So blue."
"Speaker 2","00;02;50;24","00;03;08;06","And blue. I'm a researcher in New Mexico and I'm excited to probe deeper into the relationship between the agents and their environment and also the transitivity argument and modularity and how those kind of all fit together."
"Speaker 1","00;03;10;17","00;03;16;21","Excellent judges you are muted and then please continue."
"Speaker 3","00;03;19;14","00;03;46;14","So. Hello? You can't hear me? No, it's so I'm Magid. I'm an assistant professor of philosophy at MIT. To me, those technical university and I'm obsessed with models and instructors across science and perception and mind, and this is what it's for one that I'm engaged with this issue of model applying, model based approach to science, to free energy principle and predictive coding."
"Speaker 3","00;03;46;14","00;03;48;29","And I'm very happy to be here thank you very much for inviting me."
"Speaker 1","00;03;50;24","00;04;12;14","Great. Well, maybe just for like background and context, what brought you to write this specific paper, like recognizing modularity as an important topic? And where does this fit into some of your other threads related to FFP and model based science?"
"Speaker 3","00;04;13;27","00;04;48;29","Oh, well, well, that's a very good question. I'm not quite sure why. So one reason for focusing on modularity in this paper is that most probably it has some sort of psychological explanation because it started to learn about philosophy of mind and philosophy of cognitive science by reading this language of thought. And I think that even in the earlier stages, when I was when people were studying there, no one was thinking that the brain is actually a syntactical engine."
"Speaker 3","00;04;49;20","00;05;16;11","No one was thinking that if you open up a brain or a cognitive system, you actually find things that are inside the brain in terms of propositional like entities, language like entities or syntactical engines or anything of that sort. But at the same time, people were believing that that perspective on how the brain works have some sort of explanatory gain."
"Speaker 3","00;05;16;11","00;05;51;12","There is something that we can learn by taking that perspective of the brain and collective system. Well, I think that the general idea behind beyond behind applying this model based approach to sciences is that it is the explanatory interest explanatory as well as practical interests of the model are of the people who are engaged with scientific enterprise that provides the handle on the target system, the things that we try to explore and understand and."
