"Start Time","End Time","Transcript"
"00;00;12;28","00;00;13;27","All right."
"00;00;14;05","00;00;14;26","Hello, everyone."
"00;00;14;26","00;00;19;15","Welcome to act in Livestream number 37.2."
"00;00;20;04","00;00;22;00","It's February 9th."
"00;00;22;00","00;00;23;23","2022."
"00;00;24;19","00;00;26;29","Welcome to the Active Inference Lab."
"00;00;26;29","00;00;30;09","We are a participatory online labthat is communicating,"
"00;00;30;09","00;00;33;00","learning and practicingapplied active inference."
"00;00;33;17","00;00;35;24","You can find us at the linkshere on this slide."
"00;00;36;26","00;00;39;03","This is a recordedand an archived live stream,"
"00;00;39;13","00;00;41;09","so please provide us with feedback."
"00;00;41;09","00;00;43;12","So that we can improve our work."
"00;00;43;12","00;00;46;05","All backgroundsand perspectives are welcome here"
"00;00;46;19","00;00;50;10","and will be followinggood video etiquette for live streams."
"00;00;50;18","00;00;53;10","Feel freeto officially raise your physical hand"
"00;00;53;10","00;00;56;19","if you'd like or useany of our emoji affordances"
"00;00;58;23","00;01;00;04","check out active inference"
"00;01;00;04","00;01;04;00","dot org to get updates onwhat the lab is up to"
"00;01;04;10","00;01;06;25","and also get more informationon how to participate."
"00;01;07;02","00;01;12;04","Or check out this code link if you'd liketo see our past and upcoming streams"
"00;01;14;14","00;01;18;07","we're here today in stream number 37.2."
"00;01;18;13","00;01;22;24","It's our third streamafter the dot zero background video"
"00;01;22;24","00;01;26;22","and the dot one group discussionwe had on the paper."
"00;01;27;07","00;01;30;07","Free Energy A User's Guide by Man"
"00;01;30;07","00;01;32;20","Pane and kickoff from 2021"
"00;01;33;11","00;01;36;20","and today we have a few things written."
"00;01;36;20","00;01;40;15","There's a couple sections of the paperthat we didn't get to last time,"
"00;01;41;02","00;01;45;10","and I'm sure everyone has broughtsome interesting thoughts."
"00;01;45;10","00;01;49;12","And of course, if you're watching live,please feel free to add any questions"
"00;01;49;12","00;01;52;10","or comments into the live chatbecause we'll definitely have time"
"00;01;52;20","00;01;55;28","to address anything there."
"00;01;55;28","00;01;58;12","We'll startwith an introduction and warm up"
"00;01;58;12","00;02;03;09","so we'll say hi, mention anythingthat we're excited to talk about today."
"00;02;03;23","00;02;07;17","Something that we liked or rememberedor reviewed about the paper"
"00;02;07;17","00;02;10;22","this past week,anything that we're wondering about."
"00;02;11;06","00;02;14;19","And as we just mentionedbefore we began, like"
"00;02;15;05","00;02;20;00","what does a dotto for a guide look like? So"
"00;02;21;07","00;02;23;24","I'm DanielI'm a researcher in California,"
"00;02;24;07","00;02;27;03","and I'm going to thinkwhile others are speaking"
"00;02;27;03","00;02;32;09","and then return to what the data can beand I'll pass it to Steven."
"00;02;33;04","00;02;35;00","Hmm. Hello, I'm Steven."
"00;02;35;00","00;02;36;28","I'm in Toronto."
"00;02;36;28","00;02;39;17","Steven so I, I'm doing a practice"
"00;02;39;17","00;02;42;21","based page de around Social Topographies"
"00;02;43;03","00;02;46;22","and how they can be used in communitydevelopment and specific development."
