docLabel	start	end	count	rank	text
CCL2023-06	1921366	1922896	1	0.08	specific terms
CCL2023-06	3537352	3538082	2	0.08	specific terms
CCL2023-06	509486	511166	1	0.07	specific types
CCL2023-06	2005492	2006168	2	0.07	specific types
CCL2023-06	2219592	2220418	3	0.07	specific types
CCL2023-06	2330244	2331258	4	0.07	specific types
CCL2023-06	2650876	2651618	5	0.07	specific types
CCL2023-06	4496906	4498176	6	0.07	specific types
CCL2023-06	1030730	1032502	1	0.07	specific ways
CCL2023-06	1256310	1257682	2	0.07	specific ways
CCL2023-06	1639866	1640660	3	0.07	specific ways
CCL2023-06	1892778	1893384	4	0.07	specific ways
CCL2023-06	433472	434380	1	0.07	different terms
CCL2023-06	2693752	2694658	2	0.07	different terms
CCL2023-06	1254078	1257682	1	0.06	possible specific ways
CCL2023-06	2622992	2624122	1	0.06	specific action
CCL2023-06	892068	893310	1	0.06	mathematical terms
CCL2023-06	917778	918630	1	0.06	specific times
CCL2023-06	1766754	1767560	1	0.06	simple terms
CCL2023-06	4150652	4152150	1	0.06	specific practices
CCL2023-06	1606436	1608052	1	0.06	specific collective actions
CCL2023-06	3780468	3781434	1	0.06	long term modeling
CCL2023-06	4443466	4444304	1	0.06	specific uses
CCL2023-06	549306	551854	1	0.06	specific activities
CCL2023-06	920284	921670	1	0.06	specific parameters
CCL2023-06	1019890	1020882	2	0.06	specific parameters
CCL2023-06	1291540	1292682	3	0.06	specific parameters
