text	entity_type		start	end
July 28, 2023	date		9360	10836
Ali	person_name		19706	20064
Albert Einstein	person_name		75898	77120
Ali	person_name		77280	77744
Ali	person_name		194498	195336
Ali	person_name		256072	256860
Helmholt	person_name		271240	272224
Jane	person_name		314950	315708
statistician	occupation		570298	571136
statistician	occupation		575034	575952
modelers	occupation		924172	924686
Neurobiology	occupation		1366742	1368080
neurobiological theory	occupation		1397378	1398904
neurobiological	occupation		1406018	1407388
neurobiology	occupation		1429418	1430780
an	occupation		1439630	1440276
neurobiology	occupation		1453058	1454216
mammalian neuroscience	occupation		1489260	1491320
Ali	person_name		1520746	1521360
science	occupation		1530282	1530768
Friston Parr Pazulo	person_name		1541198	1542932
neuroimaging	medical_process		1548450	1549768
neurobiology	occupation		1575962	1577376
Bayesian mechanics	occupation		1662556	1664188
process theory	occupation		1672858	1673616
theory	occupation		1690654	1691092
Ali	person_name		1756012	1756710
neurobiology	occupation		1815568	1816406
neurobiology	occupation		1865712	1866790
neurobiology	occupation		1875070	1876490
neurobiology	occupation		1889688	1890850
neuroanatomical research	occupation		1943528	1945618
imaging	medical_process		1947868	1948434
UCL	organization		1949052	1949634
Thomas Parr	person_name		1961408	1962470
neurobiology	occupation		1963760	1964678
structural neuroanatomy	occupation		2109068	2111046
neurobiology	occupation		2192072	2193250
an	occupation		2326900	2327962
computational and molecular neuroscience	occupation		2470416	2473946
amateur musician	occupation		2847218	2849000
amateur musicians	occupation		2854258	2855740
musician	occupation		2877722	2878224
MIT	organization		2937550	2938372
psychotic	medical_condition		3444772	3445466
Toby Sinclair Smith	person_name		3865816	3867598
materialism	occupation		4054200	4054814
Bayesian mechanics	occupation		4233622	4234614
Dalton Saktivetevel	person_name		4236670	4238374
dynamical systems science	occupation		4314552	4316370
ecology	occupation		4485312	4486310
ecology	occupation		4487990	4488534
SPM	occupation		4530672	4531094
dynamical systems theory	occupation		4534512	4535862
SPM	occupation		4536256	4537286
dynamical systems theory	occupation		4545018	4546746
SPM	occupation		4547652	4548746
ecology	occupation		4551092	4551834
neurobiology	occupation		4580960	4582214
thermodynamics	occupation		4728194	4729430
Professor	occupation		4815896	4816366
Prison	person_name		4816398	4816890
authors	occupation		4973340	4973842
folk psychology	occupation		4977298	4978390
Ali	person_name		5009752	5010174
psychosis	medical_condition		5111246	5111902
Mahault	person_name		5187870	5188326
philosophy	occupation		5276908	5277634
New Materialism School	organization		5281648	5284138
philosophers	occupation		5304712	5305486
philosophy	occupation		5340930	5341754
science	occupation		5342116	5342910
910	time		5433740	5434600
Ali	person_name		5440062	5440840
