key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
Science>Physics	0.636383593082428
Technology&Computing>ArtificialIntelligence	0.5982590913772583
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.42234084010124207
Science>BiologicalSciences	0.31484732031822205
Pets>Birds	0.2718132734298706
Science	0.23499833047389984
MusicAndAudio	0.20291569828987122
Education>LanguageLearning	0.17607615888118744
Hobbies&Interests>Birdwatching	0.15857544541358948
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders	0.15221653878688812
Technology&Computing>Robotics	0.09680446237325668
Science>Environment	0.08260354399681091
Science>Genetics	0.08142822235822678
Technology&Computing>Computing>DataStorageAndWarehousing	0.08106791228055954
Science>Geography	0.0783994048833847
FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers	0.06900027394294739
Technology&Computing>Computing>ComputerSoftwareAndApplications>VideoSoftware	0.06368916481733322
VideoGaming>VideoGameGenres>SimulationVideoGames	0.061621684581041336
BusinessAndFinance>Industries>BiotechAndBiomedicalIndustry	0.05348794162273407
