start	end	startTime	summary	headline	gist
3600	52610	00:03	We're in active inference textbook group Slash Bookstream 2.02. What we're going to do today is give a short overview of the chapters from the par at all 2022 book. This is the second in that work.	Short overview of the chapters from the 2022 textbook, Slash Bookstream	A Short Overview of The Par at All 2022 Book
53400	249020	00:53	 chapter four is called Degenerative Models of Active Inference. It lays out the foundation constructing active inference models both for discrete time situations and continuous time ones. This is probably one of the most challenging and at least mathematically dense chapters in the book.	Ali: Chapter four lays out the foundation constructing active inference models	Chapter 4, Generative Models of Active Inference
249760	389252	04:09	Section 4.2 from Bayesian inference to free energy. Using Jane's inequality principle to derive an upper bound. These are the problems of inferring states of the world perception and inferring a course of action planning.	Section 4.2 from Bayesian inference to free energy is discussed	Bayesian Inferring to Free Energy
389396	618310	06:29	Each of these equations provide a distinct step toward deriving the ultimate whole picture. Ultimately what we would need in order to develop active inference models is the ultimate equation. This is just a way to elucidate the steps toward developing that wholePicture.	Each of these equations provides a distinct step toward deriving the ultimate whole picture	The ultimate whole picture of inference
624420	928890	10:24	Section 4.3 generative Models. This chapter deals both with discrete time and continuous time situations. To calculate the free energy, we need three things data, a family of variational distributions and a generative model comprising a prior and a likelihood.	Section 4.3 generative models deals both with discrete and continuous time situations	4.3 Generative Models for Active Inference
930430	1092430	15:30	Section 4.4 goes into essentially the top half of Figure 4.3 discrete time. At this point I would very much like to recommend following the material from step by step paper. Let's kind of just go past it now back to the regularly scheduled continuous time generative model discussion.	Section 4.4 discusses Palm DP models for discrete time and continuous time	4.1 Continuous Time Generative Models
1092850	1243838	18:12	The key distinction between the free energy principle as described in active inference literature is the LaPlace approximation. This is what enables us to go from Gibbs free energy to the variation of free energy. And obviously the concept of generalized coordinates of motion will come time and time again throughout the whole book.	The key distinction between the free energy principle as described in active inference literature is this distinction	Inactive Inference 4.2 and 4.3
1243924	1344750	20:43	 approximate Bayesian inference may be framed as minimizing a quantity known as variational free energy. This depends on a generative model that expresses our belief about how data are generated. I believe the first part of the book, conceptually and mathematically, ends here.	The key message to take away is that approximate Bayesian inference may be framed	Bayesian Inferance, Chapter 4
1344900	1747420	22:24	 chapter five is called Message Passing and Neurobiology. It provides a preliminary sketch for the process theory of active inference. It's far from an extensive theory, but it can provide important signposts for anyone who wants to further investigate this area.	Chapter five is called Message Passing and Neurobiology	Overall Review of Active Inference 5
1747760	2055030	29:07	This chapter begins from how message passing happens in neurobiological terms. Then compares it to the way active inference frames this message passing mechanism. It's not a direct one to one mapping between these two models.	This chapter compares how message passing happens in the brain to active inference	Bayesian inference 5.2, Microcircuits and messages
2056330	2250866	34:16	5.3 is motor commands leaving the prefrontal cortex. 5.3 moves to the other half of active inference framework. How it can model the decision making and ultimately the movement of the agent. We will see a bit more detail about those terms and the relation between them in chapter eight.	Section 5.3 provides a good summary of motor command systems of neurobiology	Motor Commands and the neural architecture of inference
2250978	2644900	37:30	Section 5.4 subcortical structures. This is based on at least some of the important elements we've seen from the previous chapters. 5.6 goes to Continuous and Discrete Hierarchies, which is graphically overviewed in Figure 5.5. Anything else you want to say about five?	Section 5.4 focuses on subcortical structures in decision making	Inactive Inference 5.4
