"Start Time","End Time","Transcript"
"00;00;09;11","00;00;10;00","OK."
"00;00;10;00","00;00;10;14","Hello"
"00;00;10;14","00;00;10;27","and"
"00;00;10;27","00;00;11;10","welcome"
"00;00;11;10","00;00;12;03","everyone"
"00;00;12;03","00;00;12;15","to"
"00;00;12;15","00;00;12;29","Active"
"00;00;12;29","00;00;13;19","Lab."
"00;00;13;19","00;00;14;26","This is the"
"00;00;14;26","00;00;15;13","Active"
"00;00;15;13","00;00;16;02","Lab."
"00;00;16;02","00;00;16;11","Live"
"00;00;16;11","00;00;16;22","stream"
"00;00;16;22","00;00;17;05","and"
"00;00;17;05","00;00;17;19","I'm"
"00;00;17;19","00;00;17;26","pretty"
"00;00;17;26","00;00;18;03","sure"
"00;00;18;03","00;00;18;17","alive."
"00;00;18;17","00;00;18;25","Yes,"
"00;00;18;25","00;00;18;29","we"
"00;00;18;29","00;00;19;13","are."
"00;00;20;06","00;00;20;14","It's"
"00;00;20;14","00;00;20;21","number"
"00;00;20;21","00;00;22;09","22.1"
"00;00;22;09","00;00;22;24","on"
"00;00;22;24","00;00;24;04","May 18th."
"00;00;24;04","00;00;25;21","2021"
"00;00;25;21","00;00;26;20","And"
"00;00;26;23","00;00;27;00","this is"
"00;00;27;00","00;00;27;03","going"
"00;00;27;03","00;00;27;08","to be"
"00;00;27;08","00;00;27;21","really"
"00;00;27;21","00;00;28;01","great"
"00;00;28;01","00;00;28;23","discussion,"
"00;00;28;23","00;00;29;06","so I'm"
"00;00;29;06","00;00;29;13","looking"
"00;00;29;13","00;00;29;28","forward"
"00;00;29;28","00;00;30;09","to it."
"00;00;30;09","00;00;30;15","And"
"00;00;30;15","00;00;30;25","thanks"
"00;00;30;25","00;00;31;04","again,"
"00;00;31;04","00;00;31;18","everyone,"
"00;00;31;18","00;00;32;01","for"
"00;00;32;01","00;00;32;18","joining"
"00;00;32;18","00;00;33;09","life."
"00;00;34;14","00;00;34;29","Welcome"
"00;00;34;29","00;00;36;03","to Active"
"00;00;36;03","00;00;36;23","Lab."
"00;00;37;00","00;00;38;11","We are a participatory"
"00;00;38;11","00;00;38;24","online"
"00;00;38;24","00;00;39;09","lab"
"00;00;39;09","00;00;39;22","that is"
"00;00;39;22","00;00;40;15","communicating,"
"00;00;40;15","00;00;41;02","learning"
"00;00;41;02","00;00;41;13","and"
"00;00;41;13","00;00;42;04","practicing"
"00;00;42;04","00;00;42;15","applied"
"00;00;42;15","00;00;42;23","active"
"00;00;42;23","00;00;43;21","inference."
"00;00;43;23","00;00;43;27","You"
"00;00;43;27","00;00;44;01","can"
"00;00;44;01","00;00;44;15","find us"
"00;00;44;15","00;00;44;20","at"
"00;00;44;20","00;00;45;05","the links"
"00;00;45;05","00;00;45;14","that are"
"00;00;45;14","00;00;45;26","here"
"00;00;45;26","00;00;46;02","on"
"00;00;46;02","00;00;46;12","this"
"00;00;46;12","00;00;47;13","page."
"00;00;47;26","00;00;48;29","This is a recorded"
"00;00;48;29","00;00;49;03","and"
"00;00;49;03","00;00;49;24","an archived"
"00;00;49;24","00;00;50;01","live"
"00;00;50;01","00;00;50;18","stream,"
"00;00;50;18","00;00;50;27","so"
"00;00;50;27","00;00;51;08","please"
"00;00;51;08","00;00;51;18","provide"
"00;00;51;18","00;00;51;21","us"
"00;00;51;21","00;00;52;16","with feedback"
"00;00;52;16","00;00;52;21","so"
"00;00;52;21","00;00;52;25","that"
"00;00;52;25","00;00;53;03","we can"
"00;00;53;03","00;00;53;15","improve"
"00;00;53;15","00;00;54;15","our work"
"00;00;54;26","00;00;55;02","all"
"00;00;55;02","00;00;55;21","backgrounds"
"00;00;55;21","00;00;55;25","and"
"00;00;55;25","00;00;56;14","perspectives"
"00;00;56;14","00;00;56;20","are"
"00;00;56;20","00;00;57;01","welcome"
"00;00;57;01","00;00;57;19","here"
"00;00;57;24","00;00;58;01","and"
"00;00;58;01","00;00;58;05","we'll"
"00;00;58;05","00;00;58;07","be"
"00;00;58;07","00;00;58;23","following"
"00;00;58;23","00;00;59;07","good"
"00;00;59;07","00;01;00;03","livestream"
"00;01;00;03","00;01;00;16","etiquette."
"00;01;00;16","00;01;00;27","Welcome,"
"00;01;00;27","00;01;01;18","Scott."
"00;01;01;23","00;01;02;22","And"
"00;01;02;23","00;01;03;04","raising"
"00;01;03;04","00;01;03;11","our"
"00;01;03;11","00;01;03;22","hands"
"00;01;03;22","00;01;04;25","to ask"
"00;01;04;25","00;01;05;11","questions"
"00;01;05;11","00;01;05;19","and"
"00;01;05;19","00;01;05;26","hear"
"00;01;05;26","00;01;06;00","from"
"00;01;06;00","00;01;06;16","everybody"
"00;01;06;16","00;01;06;26","because"
"00;01;06;26","00;01;06;29","this"
"00;01;06;29","00;01;07;03","is"
"00;01;07;03","00;01;07;09","really"
"00;01;07;09","00;01;07;13","going"
"00;01;07;13","00;01;07;23","to be"
"00;01;07;23","00;01;07;25","a"
"00;01;07;25","00;01;08;07","special"
"00;01;08;07","00;01;08;22","discussion."
"00;01;10;05","00;01;10;11","We're"
"00;01;10;11","00;01;10;22","here"
"00;01;10;22","00;01;11;07","in"
"00;01;11;07","00;01;11;18","paper"
"00;01;11;18","00;01;11;27","number"
"00;01;11;27","00;01;13;03","22"
"00;01;13;03","00;01;13;14","and on"
"00;01;13;14","00;01;14;02","May 18th"
"00;01;14;02","00;01;14;23","today"
"00;01;14;23","00;01;15;05","and"
"00;01;15;05","00;01;15;13","next"
"00;01;15;13","00;01;15;20","week"
"00;01;15;20","00;01;15;25","on the"
"00;01;15;25","00;01;16;14","25th"
"00;01;16;14","00;01;16;20","we're"
"00;01;16;20","00;01;16;23","going"
"00;01;16;23","00;01;17;00","to be"
"00;01;17;00","00;01;17;12","having"
"00;01;17;12","00;01;17;18","two"
"00;01;17;18","00;01;18;08","discussions"
"00;01;18;08","00;01;18;22","on the"
"00;01;18;22","00;01;19;05","paper"
"00;01;19;05","00;01;20;00","Psychophysical"
"00;01;20;00","00;01;20;17","Identity"
"00;01;20;17","00;01;20;28","and"
"00;01;20;28","00;01;21;07","Free"
"00;01;21;07","00;01;22;01","Energy"
"00;01;22;01","00;01;22;11","by"
"00;01;22;11","00;01;22;22","Alex"
"00;01;22;22","00;01;23;04","Kieffer."
"00;01;23;04","00;01;23;10","So"
"00;01;23;10","00;01;23;25","thanks"
"00;01;23;25","00;01;24;05","a lot"
"00;01;24;05","00;01;24;17","Alex"
"00;01;24;17","00;01;24;29","for"
"00;01;24;29","00;01;25;10","joining"
"00;01;25;10","00;01;25;15","us"
