"Start Time","End Time","Transcript"
"00;00;06;28","00;00;07;14","Hello"
"00;00;07;14","00;00;07;22","and"
"00;00;07;22","00;00;08;05","welcome"
"00;00;08;05","00;00;08;21","everyone"
"00;00;08;21","00;00;09;03","to"
"00;00;09;03","00;00;09;16","Acton"
"00;00;09;16","00;00;10;11","Flat."
"00;00;10;11","00;00;10;29","This is"
"00;00;10;29","00;00;11;09","Acton"
"00;00;11;09","00;00;11;23","Slab"
"00;00;11;23","00;00;12;01","live"
"00;00;12;01","00;00;12;17","stream"
"00;00;12;17","00;00;13;16","number"
"00;00;13;16","00;00;14;10","Palindromic"
"00;00;14;10","00;00;15;29","22.0."
"00;00;15;29","00;00;16;07","It's"
"00;00;16;07","00;00;17;07","May 13th,"
"00;00;17;07","00;00;18;18","2021."
"00;00;18;18","00;00;19;00","And"
"00;00;19;00","00;00;19;03","this"
"00;00;19;03","00;00;19;09","should"
"00;00;19;09","00;00;19;12","be"
"00;00;19;12","00;00;19;14","a"
"00;00;19;14","00;00;19;21","really"
"00;00;19;21","00;00;19;28","fun"
"00;00;19;28","00;00;20;15","discussion"
"00;00;20;15","00;00;20;23","just"
"00;00;20;23","00;00;20;24","to"
"00;00;20;24","00;00;21;08","introduce"
"00;00;21;08","00;00;21;25","ourselves"
"00;00;21;25","00;00;22;04","at the"
"00;00;22;04","00;00;23;00","beginning."
"00;00;23;00","00;00;23;06","I'm"
"00;00;23;06","00;00;23;23","Daniel."
"00;00;23;23","00;00;24;07","I'm a"
"00;00;24;07","00;00;24;29","post-doctoral"
"00;00;24;29","00;00;25;17","researcher"
"00;00;25;17","00;00;25;25","in"
"00;00;25;25","00;00;26;19","California,"
"00;00;26;19","00;00;26;28","and I"
"00;00;26;28","00;00;27;01","am"
"00;00;27;01","00;00;27;12","joined"
"00;00;27;12","00;00;28;02","by"
"00;00;30;16","00;00;30;29","Dean"
"00;00;30;29","00;00;31;21","Heller."
"00;00;31;21","00;00;32;02","Oh,"
"00;00;32;20","00;00;32;27","I'm"
"00;00;32;27","00;00;33;08","Dean."
"00;00;33;08","00;00;33;13","I'm"
"00;00;33;13","00;00;33;20","from"
"00;00;33;20","00;00;34;17","Calgary."
"00;00;34;17","00;00;34;23","I'm"
"00;00;34;23","00;00;35;23","retired,"
"00;00;35;25","00;00;36;20","and"
"00;00;37;02","00;00;37;26","I'm"
"00;00;37;26","00;00;38;03","kind"
"00;00;38;03","00;00;38;13","of new"
"00;00;38;13","00;00;38;17","to"
"00;00;38;17","00;00;38;23","this"
"00;00;38;23","00;00;39;03","active"
"00;00;39;03","00;00;39;14","inference"
"00;00;39;14","00;00;39;20","thing,"
"00;00;39;20","00;00;39;25","but"
"00;00;39;25","00;00;40;05","I'm"
"00;00;40;14","00;00;40;23","try to"
"00;00;40;23","00;00;40;29","keep"
"00;00;40;29","00;00;41;09","up."
"00;00;43;00","00;00;43;06","I'm"
"00;00;43;06","00;00;43;12","Blue"
"00;00;43;12","00;00;43;23","Knight."
"00;00;43;23","00;00;44;01","I'm an"
"00;00;44;01","00;00;44;17","independent"
"00;00;44;17","00;00;45;00","research"
"00;00;45;00","00;00;45;18","consultant"
"00;00;45;18","00;00;45;28","based"
"00;00;45;28","00;00;46;10","out of"
"00;00;46;10","00;00;46;13","New"
"00;00;46;13","00;00;47;17","Mexico."
"00;00;47;27","00;00;48;13","Nice."
"00;00;48;13","00;00;49;00","So"
"00;00;49;00","00;00;49;09","thanks"
"00;00;49;09","00;00;49;10","to"
"00;00;49;10","00;00;49;18","both"
"00;00;49;18","00;00;49;24","of you"
"00;00;49;24","00;00;50;07","so much"
"00;00;50;07","00;00;50;28","for"
"00;00;50;28","00;00;51;08","helping"
"00;00;51;08","00;00;51;17","a lot"
"00;00;51;17","00;00;51;23","on the"
"00;00;51;23","00;00;52;08","slides"
"00;00;52;08","00;00;52;14","and"
"00;00;52;14","00;00;52;24","giving"
"00;00;52;24","00;00;53;16","insights."
"00;00;53;16","00;00;54;01","And"
"00;00;54;01","00;00;54;07","we're"
"00;00;54;07","00;00;54;12","all"
"00;00;54;12","00;00;54;16","going"
"00;00;54;16","00;00;54;21","to be"
"00;00;54;21","00;00;54;29","sort"
"00;00;54;29","00;00;55;13","of"
"00;00;55;13","00;00;55;25","working"
"00;00;55;25","00;00;56;01","through"
"00;00;56;01","00;00;56;07","this"
"00;00;56;07","00;00;56;22","together"
"00;00;56;22","00;00;57;00","because"
"00;00;57;00","00;00;57;04","there's"
"00;00;57;04","00;00;57;11","a lot"
"00;00;57;11","00;00;57;17","of"
"00;00;57;17","00;00;58;05","big ideas"
"00;00;58;05","00;00;58;08","that"
"00;00;58;08","00;00;58;10","are"
"00;00;58;10","00;00;58;15","going"
"00;00;58;15","00;00;58;16","to"
"00;00;58;16","00;00;58;24","come"
"00;00;58;24","00;00;59;00","up"
"00;00;59;00","00;00;59;13","in this"
"00;00;59;13","00;01;00;02","discussion."
"00;01;00;02","00;01;00;13","And"
"00;01;00;13","00;01;00;20","then"
"00;01;00;20","00;01;00;22","we're"
"00;01;00;22","00;01;00;26","going"
"00;01;00;26","00;01;00;28","to"
"00;01;00;28","00;01;01;06","have"
"00;01;01;06","00;01;01;08","the"
"00;01;01;08","00;01;01;15","next"
"00;01;01;15","00;01;02;10","two weeks"
"00;01;02;10","00;01;02;20","with"
"00;01;02;20","00;01;03;02","Alex"
"00;01;03;02","00;01;03;14","Kieffer,"
"00;01;03;14","00;01;03;18","the"
"00;01;03;18","00;01;04;07","author"
"00;01;04;07","00;01;04;17","and"
"00;01;04;17","00;01;04;25","other"
"00;01;04;25","00;01;05;14","participants"
"00;01;05;14","00;01;06;05","on the"
"00;01;06;05","00;01;06;11","DART,"
"00;01;06;11","00;01;06;21","one"
"00;01;06;21","00;01;07;01","and"
"00;01;07;01","00;01;07;07","two"
"00;01;07;07","00;01;08;03","streams."
"00;01;08;03","00;01;08;09","So"
"00;01;08;09","00;01;08;12","we're"
"00;01;08;12","00;01;08;17","just"
"00;01;08;17","00;01;08;21","going"
"00;01;08;21","00;01;08;28","to be"
"00;01;08;28","00;01;09;20","surfacing"
"00;01;09;20","00;01;10;01","probably"
"00;01;10;01","00;01;10;08","more"
"00;01;10;08","00;01;10;24","questions"
"00;01;10;24","00;01;10;29","than"
